declaration	owner_module	visibility	selected_owner	closure_role	seed_memberships	membership_witnesses	co_route_component	minimum_depth	signature_edge_span	body_edge_span
NumStability.realGinibreAbsoluteCharacteristicMoment_eq_toReal_lintegral	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.instMeasurableSpaceRSqMat_4	"[{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.instMeasurableSpaceRSqMat_4"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.instMeasurableSpaceRSqMat_4""}]"	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity.0.NumStability.ginibreJointDensityMeasurableSpaceRSqMat	1	2	6
NumStability.realGinibreAbsoluteCharacteristicMoment_eq_traceDensityIntegral	NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.ginibreLebesgueIsAddRightInvariant;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.ginibreLebesgueSigmaFinite;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.instMeasurableSpaceRSqMat_4;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.instOpensMeasurableSpaceRSqMat	"[{""depth"":4,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreAbsoluteCharacteristicMomentLIntegral_eq_traceDensity"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.ginibreLebesgueIsAddRightInvariant""},{""depth"":4,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreAbsoluteCharacteristicMomentLIntegral_eq_traceDensity"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.ginibreLebesgueSigmaFinite""},{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.instMeasurableSpaceRSqMat_4"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.instMeasurableSpaceRSqMat_4""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.measurable_abs_det_matrixReal"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity.0.NumStability.instOpensMeasurableSpaceRSqMat""}]"	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity.0.NumStability.ginibreJointDensityMeasurableSpaceRSqMat	1	3	9
NumStability.realGinibreAbsoluteCharacteristicMoment_two_eq_normalFormIntegral	NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibreAbsoluteDetRecurrenceMeasurableSpace;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibreAbsoluteDetRecurrenceSigmaFinite	"[{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibreAbsoluteDetRecurrenceMeasurableSpace"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibreAbsoluteDetRecurrenceMeasurableSpace""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.measurePreserving_ginibreAbsDetTwoEntryVector"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibreAbsoluteDetRecurrenceSigmaFinite""}]"	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence.0.NumStability.ginibre_natRawCast_one	1	1	6
NumStability.realGinibreExpectedCountClosedForm_even_finiteSum	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.hasSum_real_binomialSeries;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.one_half_rpow_three_halves;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGamma_five_halves_div_two;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.ringChoose_succ_mul;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_div_pi_mul_sqrt_pi;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_one_half_rpow_three_halves;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_sqrt_one_half;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.abs_ginibreHypergeometricTelescopeCoefficient_le_two;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.hasSum_ginibreHypergeometricTelescopeDifference;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.summable_ginibreHypergeometricTelescopeTerm	"[{""depth"":7,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_two"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.hasSum_real_binomialSeries""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_two"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.one_half_rpow_three_halves""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_two"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGamma_five_halves_div_two""},{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment""},{""depth"":4,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_two"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.ringChoose_succ_mul""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_two"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_div_pi_mul_sqrt_pi""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_two"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_one_half_rpow_three_halves""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_two"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_sqrt_one_half""},{""depth"":6,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.abs_ginibreHypergeometricTelescopeCoefficient_le_two""},{""depth"":4,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.hasSum_ginibreHypergeometricTelescopeDifference""},{""depth"":5,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.summable_ginibreHypergeometricTelescopeTerm""}]"	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add	1	0	3
NumStability.realGinibreExpectedCountClosedForm_even_gammaSum	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.hasSum_real_binomialSeries;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.one_half_rpow_three_halves;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGamma_five_halves_div_two;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.ringChoose_succ_mul;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_div_pi_mul_sqrt_pi;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_one_half_rpow_three_halves;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_sqrt_one_half;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.abs_ginibreHypergeometricTelescopeCoefficient_le_two;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.hasSum_ginibreHypergeometricTelescopeDifference;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.summable_ginibreHypergeometricTelescopeTerm	"[{""depth"":8,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_even_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add""},{""depth"":4,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_even_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.hasSum_real_binomialSeries""},{""depth"":4,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_even_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.one_half_rpow_three_halves""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_even_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGamma_five_halves_div_two""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_even_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment""},{""depth"":5,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_even_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.ringChoose_succ_mul""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_even_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_div_pi_mul_sqrt_pi""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_even_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_one_half_rpow_three_halves""},{""depth"":4,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_even_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_sqrt_one_half""},{""depth"":7,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_even_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.abs_ginibreHypergeometricTelescopeCoefficient_le_two""},{""depth"":5,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_even_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.hasSum_ginibreHypergeometricTelescopeDifference""},{""depth"":6,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_even_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.summable_ginibreHypergeometricTelescopeTerm""}]"	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add	2	0	1
NumStability.realGinibreExpectedCountClosedForm_limit	NumStability.Algorithms.TestMatrices.Higham28Ginibre	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add	"[{""depth"":5,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibre_hypergeometric_tendsto_one"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add""}]"	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add	5	0	1
NumStability.realGinibreExpectedCountClosedForm_odd_finiteSum	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.abs_ginibreHypergeometricTelescopeCoefficient_le_two;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.hasSum_ginibreHypergeometricTelescopeDifference;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.realGinibre_hypergeometric_one_rpow;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.summable_ginibreHypergeometricTelescopeTerm	"[{""depth"":7,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add""},{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment""},{""depth"":6,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.abs_ginibreHypergeometricTelescopeCoefficient_le_two""},{""depth"":4,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.hasSum_ginibreHypergeometricTelescopeDifference""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_one"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.realGinibre_hypergeometric_one_rpow""},{""depth"":5,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.summable_ginibreHypergeometricTelescopeTerm""}]"	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add	1	0	2
NumStability.realGinibreExpectedCountClosedForm_odd_gammaSum	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.abs_ginibreHypergeometricTelescopeCoefficient_le_two;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.hasSum_ginibreHypergeometricTelescopeDifference;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.realGinibre_hypergeometric_one_rpow;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.summable_ginibreHypergeometricTelescopeTerm	"[{""depth"":8,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_odd_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_odd_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGinibreExpectedCountClosedForm_add_increment""},{""depth"":7,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_odd_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.abs_ginibreHypergeometricTelescopeCoefficient_le_two""},{""depth"":5,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_odd_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.hasSum_ginibreHypergeometricTelescopeDifference""},{""depth"":4,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_odd_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.realGinibre_hypergeometric_one_rpow""},{""depth"":6,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_odd_finiteSum"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.summable_ginibreHypergeometricTelescopeTerm""}]"	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add	2	0	1
NumStability.realGinibreExpectedCountClosedForm_one	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.realGinibre_hypergeometric_one_rpow	"[{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibre_hypergeometric_one"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.realGinibre_hypergeometric_one_rpow""}]"	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add	2	0	1
NumStability.realGinibreExpectedCountClosedForm_shift_two	NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.abs_ginibreHypergeometricTelescopeCoefficient_le_two;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.hasSum_ginibreHypergeometricTelescopeDifference;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.summable_ginibreHypergeometricTelescopeTerm	"[{""depth"":5,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibre_hypergeometric_shift_two"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add""},{""depth"":4,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibre_hypergeometric_shift_two"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.abs_ginibreHypergeometricTelescopeCoefficient_le_two""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibre_hypergeometric_shift_two"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.hasSum_ginibreHypergeometricTelescopeDifference""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibre_hypergeometric_shift_two"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence.0.NumStability.summable_ginibreHypergeometricTelescopeTerm""}]"	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add	2	0	1
NumStability.realGinibreExpectedCountClosedForm_two	NumStability.Algorithms.TestMatrices.Higham28GinibreParity	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.hasSum_real_binomialSeries;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.one_half_rpow_three_halves;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGamma_five_halves_div_two;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.ringChoose_succ_mul;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_div_pi_mul_sqrt_pi;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_one_half_rpow_three_halves;_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_sqrt_one_half	"[{""depth"":2,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibre_hypergeometric_two"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.hasSum_real_binomialSeries""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_one_half_rpow_three_halves"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.one_half_rpow_three_halves""},{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGamma_five_halves_div_two"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.realGamma_five_halves_div_two""},{""depth"":3,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibre_hypergeometric_two"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.ringChoose_succ_mul""},{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_div_pi_mul_sqrt_pi"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_div_pi_mul_sqrt_pi""},{""depth"":1,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_one_half_rpow_three_halves"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_one_half_rpow_three_halves""},{""depth"":2,""edge_kind"":""body"",""predecessor"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_one_half_rpow_three_halves"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28GinibreParity.0.NumStability.sqrt_two_mul_sqrt_one_half""}]"	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add	1	0	4
NumStability.realGinibreExpectedCountLimit_of_finiteExpectationFormula	NumStability.Algorithms.TestMatrices.Higham28Ginibre	public	yes	reverse_dependent_boundary	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add	"[{""depth"":6,""edge_kind"":""body"",""predecessor"":""NumStability.realGinibreExpectedCountClosedForm_limit"",""seed"":""_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add""}]"	_private.NumStability.Algorithms.TestMatrices.Higham28Ginibre.0.NumStability.ginibre_abs_sub_half_le_add	6	2	4
