declaration	owner_module	visibility	selected_owner	closure_role
NumStability.LSQRSolveBackwardError.of_stored_trailing_householder_sequence_topBlock_fl_backSub_gamma_bound_normBudget_of_span_nonbreakdown_diagDominant_leadingBlock_det_ne_zero_invNorm_budget	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.of_stored_trailing_householder_sequence_topBlock_fl_backSub_gamma_bound_normBudget_of_span_nonbreakdown_diagDominant_leadingBlock_invNorm_budget	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.of_stored_trailing_householder_sequence_topBlock_fl_backSub_gamma_bound_normBudget_of_span_nonbreakdown_leadingBlock_det_ne_zero_infNorm_budget	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.of_stored_trailing_householder_sequence_topBlock_fl_backSub_gamma_bound_normBudget_of_span_nonbreakdown_leadingBlock_det_ne_zero_kappaInf_budget	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.of_stored_trailing_householder_sequence_topBlock_fl_backSub_gamma_bound_normBudget_of_span_nonbreakdown_leadingBlock_det_ne_zero_kappaInf_selfNorm_budget	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.of_stored_trailing_householder_sequence_topBlock_fl_backSub_gamma_bound_normBudget_of_span_nonbreakdown_leadingBlock_leftInverse_frobNorm_budget	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.of_stored_trailing_householder_sequence_topBlock_fl_backSub_gamma_bound_normBudget_of_span_nonbreakdown_leadingBlock_leftInverse_infNorm_budget	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.of_stored_trailing_householder_sequence_topBlock_fl_backSub_gamma_bound_normBudget_of_span_nonbreakdown_leadingBlock_leftInverse_norm_budget	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.of_stored_trailing_householder_sequence_topBlock_fl_backSub_gamma_bound_normBudget_of_span_nonbreakdown_leading_dual_norm_budget	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.of_stored_trailing_householder_sequence_topBlock_fl_backSub_gamma_bound_normBudget_of_span_nonbreakdown_trailingNorm2Sq_budget	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.of_stored_trailing_householder_sequence_topBlock_fl_backSub_gamma_bound_normBudget_of_trailingNorm_pos_mul_nonpos_and_pivot_error_lt_abs_alpha	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.of_stored_trailing_householder_sequence_topBlock_fl_backSub_gamma_bound_normBudget_of_triangular_leading_blocks_kappaInf_selfNorm_budget	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.of_stored_trailing_householder_sequence_topBlock_fl_backSub_gamma_bound_normBudget_of_triangular_leading_blocks_sqrt_budget	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.rec	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.recOn	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.LSQRSolveBackwardError.result	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	public	NumStability.Analysis.Perturbation.LeastSquares.BackwardError	whole-owner component; no cross-destination split
NumStability.Higham20CorrectedSeminormalEquationsStep.updated_isLeastSquaresMinimizer	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.Higham20DirectLSRefinementRun.successor_isLeastSquaresMinimizer	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.Higham20DirectLSRefinementStep.updated_isLeastSquaresMinimizer	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.Higham20RowSorting.abs_householderBeta_mul_inner_trailingPart_le_sqrt_two_mul	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.Higham20RowSorting.abs_two_div_mul_le_sqrt_two_mul_of_abs_le_phi_mul_sqrt_mul_sqrt	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.LSAugmentedPerturbation	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.LSAugmentedPerturbation.casesOn	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.LSAugmentedPerturbation.eps_nonneg	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.LSAugmentedPerturbation.gram_inv	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.LSAugmentedPerturbation.mk	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.LSAugmentedPerturbation.rec	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.LSAugmentedPerturbation.recOn	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.LSAugmentedPerturbation.solution_bound	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.LSComponentwisePerturbation	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.RectLSNormalEquations.exists_original_perturbation_of_commonQ_topBlock_fl_backSub	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.RectLSNormalEquations.exists_original_perturbation_of_commonQ_topBlock_fl_backSub_gamma_bound	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_finiteMaxAbsBetaNormSqPointwiseBounds	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_finiteMaxNormBudgetCoeffBoundedSmallness	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_finiteMaxNormBudgetCoeffPointwiseBounds	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_finiteMaxNormBudgetCoeffSmallness	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_finiteMaxSmallness	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_finiteMaxSourceDenCapBounds	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_finiteMaxSourceDenPointwiseBounds	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_finiteMaxSourceDenSimpleBounds	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_finiteMaxSourceDenUGammaCapBounds	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_finiteMaxSourceDenURationalGammaCanonicalBounds	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_finiteMaxSourceDenURationalGammaCapBounds	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_leadingBlock_det_ne_zero_finiteMaxSourceDenURationalGammaCanonicalBounds	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_signedAlphaDef_leadingBlock_det_ne_zero_finiteMaxSourceDenURationalGammaCanonicalBounds	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_signedAlphaDef_lowerPrev_finiteMaxSourceDenURationalGammaCanonicalBounds	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_signedAlphaDef_previousLeadingBlock_det_ne_zero_finiteMaxSourceDenURationalGammaCanonicalBounds	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQROffDiagonalControlInvariant.of_diagDominant_trailingNormPos_finiteMaxSourceDenURationalGammaCanonicalBounds	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_diagDominant_kappaInf_selfNorm_dualBudget_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_finiteMaxSmallness_stageRowMaxComparisonDefect_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_diagDominant_kappaInf_selfNorm_dualBudget_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_globalProduct_stageRowMaxComparisonDefect_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_diagDominant_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_finiteMaxSmallness_stageRowMaxComparisonDefect_concreteDual_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_diagDominant_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_finiteMaxSmallness_stageRowMaxComparisonDefect_concreteDual_offdiag_rows_of_actualUnitRoundoff_no_gammaValid	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_diagDominant_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_finiteMaxSourceDenURationalGammaCanonicalBounds_stageRowMaxComparisonDefect_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_diagDominant_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_finiteMaxSourceDenURationalGammaCanonicalBounds_stageRowMaxComparisonDefect_offdiag_rows_of_actualUnitRoundoff_no_gammaValid	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_diagDominant_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_finiteMaxSourceDenURationalGammaCanonicalBounds_stageRowMaxComparisonDefect_offdiag_rows_of_horizonBudget	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_diagDominant_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_finiteMaxSourceDenURationalGammaCanonicalBounds_stageRowMaxComparisonDefect_offdiag_rows_of_horizonBudget_of_initial_nonneg	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_diagDominant_storedLower_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_finiteMaxSourceDenURationalGammaCanonicalBounds_stageRowMaxComparisonDefect_offdiag_rows_of_actualUnitRoundoff_no_gammaValid	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_diagDominant_storedLower_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_finiteMaxSourceDenURationalGammaCanonicalBounds_stageRowMaxComparisonDefect_offdiag_rows_of_actualUnitRoundoff_no_gammaValid_of_horizonBudget	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_kappaInf_selfNorm_dualBudget_diagDominant_finiteMaxSmallness	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_kappaInf_selfNorm_dualBudget_diagDominant_globalProduct	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_kappaInf_selfNorm_dualBudget_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_globalProduct_rowMaxDiagDefect_stageBudgetLeRowMax_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_kappaInf_selfNorm_dualBudget_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_globalProduct_rowMaxDiagDefect_stageBudgetLeRowMax_offdiag_rows_of_actualUnitRoundoff_no_gammaValid	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_kappaInf_selfNorm_dualBudget_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_globalProduct_rowMaxDiagDefect_stageRowMaxComparisonDefect_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_kappaInf_selfNorm_dualBudget_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_globalProduct_rowMaxDiagDefect_stageRowMaxComparisonDefect_offdiag_rows_of_actualUnitRoundoff_no_gammaValid	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_kappaInf_selfNorm_dualBudget_signedStageUniformBudget_globalCompactBudget_activeMaxPivot_completedColumns_globalProduct_stageDiagDefect_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_kappaInf_selfNorm_dualBudget_signedStageUniformBudget_globalCompactBudget_completedColumns_globalProduct_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_kappaInf_selfNorm_dualBudget_signedStageUniformBudget_globalCompactBudget_completedColumns_globalProduct_stageDiagDefect_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_diagDominant_finiteMaxSmallness	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_diagDominant_globalProduct	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_offdiag_product	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_rowBudget_product	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_rowBudget_product_of_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageBudget_rowBudget_product	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageBudget_rowBudget_product_of_normSqBudget	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageBudget_rowBudget_product_of_normSqBudget_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageBudget_rowBudget_product_of_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageUniformBudget_product_of_normSqBudget	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageUniformBudget_product_of_normSqBudget_activePrefix_activeBlockRecurrence_globalCompactBudget_activeMaxPivot_completedColumns_globalProduct_stageDiagDefect_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageUniformBudget_product_of_normSqBudget_activePrefix_activeBlockRecurrence_globalCompactBudget_completedColumns_globalProduct_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageUniformBudget_product_of_normSqBudget_activePrefix_activeBlockRecurrence_globalCompactBudget_completedColumns_globalProduct_offdiag_rows_of_horizonBudget	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageUniformBudget_product_of_normSqBudget_activePrefix_activeBlockRecurrence_globalCompactBudget_completedColumns_globalProduct_stageDiagDefect_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageUniformBudget_product_of_normSqBudget_activePrefix_activeBlockRecurrence_globalCompactBudget_completedColumns_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageUniformBudget_product_of_normSqBudget_activePrefix_activeBlockRecurrence_globalCompactBudget_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageUniformBudget_product_of_normSqBudget_activePrefix_activeBlockRecurrence_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageUniformBudget_product_of_normSqBudget_activePrefix_activeBlockRecurrence_prefixRowRecurrence_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageUniformBudget_product_of_normSqBudget_activePrefix_stage_entry_bounds_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageUniformBudget_product_of_normSqBudget_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageUniformBudget_product_of_normSqBudget_stage_entry_bounds	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_signedStageUniformBudget_product_of_normSqBudget_stage_entry_bounds_offdiag_rows	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
NumStability.StoredQRSourceOffDiagonalControl.of_stored_trailing_sequence_leadingBlock_det_ne_zero_normSqBudget_stageBudget_rowBudget_product	NumStability.Analysis.Perturbation.LeastSquares.Basic	public	NumStability.Analysis.Perturbation.LeastSquares.Basic	whole-owner component; no cross-destination split
