declaration	kind	visibility	historical_owner	destination_module	tier	disposition	command_root	start_line
NumStability.matPow_G_tendsto_oneEigenProjector	theorem	public	NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.Algorithms.StationaryIterationSemiconvergent	unclassified-review	retained_classify_only	NumStability.matPow_G_tendsto_oneEigenProjector	419
NumStability.matPow_G_tendsto_oneEigenProjector_of_block_data	theorem	public	NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability.Algorithms.StationaryIterationSemiconvergentExistence	unclassified-review	retained_classify_only	NumStability.matPow_G_tendsto_oneEigenProjector_of_block_data	349
NumStability.matPow_J_bottom_row_sum	theorem	public	NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.Algorithms.StationaryIterationSemiconvergent	unclassified-review	retained_classify_only	NumStability.matPow_J_bottom_row_sum	369
NumStability.matPow_J_cross	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.matPow_J_cross	592
NumStability.matPow_J_mul_W_entry_tendsto_zero	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.matPow_J_mul_W_entry_tendsto_zero	1163
NumStability.matPow_J_top_entry	theorem	public	NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.Algorithms.StationaryIterationSemiconvergent	unclassified-review	retained_classify_only	NumStability.matPow_J_top_entry	345
NumStability.matPow_comm_of_matMul_comm	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Convergence.Singular.FixedSubspaces	reusable	relocated	NumStability.matPow_comm_of_matMul_comm	978
NumStability.matPow_fixed_of_matMulVec_fixed	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Convergence.Singular.FixedSubspaces	reusable	relocated	NumStability.matPow_fixed_of_matMulVec_fixed	935
NumStability.matPow_mul_fixed_of_matMul_fixed	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Convergence.Singular.FixedSubspaces	reusable	relocated	NumStability.matPow_mul_fixed_of_matMul_fixed	957
NumStability.matSub_id_G_mul_drazinIG_eq_semiconvergentE	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.matSub_id_G_mul_drazinIG_eq_semiconvergentE	375
NumStability.matSub_id_J_cross	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.matSub_id_J_cross	229
NumStability.matSub_id_J_mul_bottomProjector	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.matSub_id_J_mul_bottomProjector	269
NumStability.matSub_id_J_top_row	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.matSub_id_J_top_row	219
NumStability.matSub_id_matMul_apply	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.matSub_id_matMul_apply	146
NumStability.matSub_id_semiconvergentE	theorem	public	NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.Algorithms.StationaryIterationSemiconvergent	unclassified-review	retained_classify_only	NumStability.matSub_id_semiconvergentE	267
NumStability.normwiseIterateGrowth	definition	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation07.NormwiseGrowth.Results	source	relocated	NumStability.normwiseIterateGrowth	1885
NumStability.normwiseIterateGrowthBound_of_sSup	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation07.NormwiseGrowth.Results	source	relocated	NumStability.normwiseIterateGrowthBound_of_sSup	1906
NumStability.normwiseIterateGrowth_ratio_le	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation07.NormwiseGrowth.Results	source	relocated	NumStability.normwiseIterateGrowth_ratio_le	1896
NumStability.normwise_forward_bound	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation08.NormwiseForward.Results	source	relocated	NumStability.normwise_forward_bound	3092
NumStability.normwise_one_step_bound	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation05.ErrorExpansion.Results	source	relocated	NumStability.normwise_one_step_bound	3030
NumStability.normwise_one_step_residual_bound	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation19.ResidualBound.Results	source	relocated	NumStability.normwise_one_step_residual_bound	3569
NumStability.normwise_residual_bound	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation19.ResidualBound.Results	source	relocated	NumStability.normwise_residual_bound	3644
NumStability.normwise_residual_sigma_finite_bound	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation20.ResidualSigma.Results	source	relocated	NumStability.normwise_residual_sigma_finite_bound	2951
NumStability.oneEigenProjector	definition	public	NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.Algorithms.StationaryIterationSemiconvergent	unclassified-review	retained_classify_only	NumStability.oneEigenProjector	192
NumStability.oneEigenProjector_idempotent	theorem	public	NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.Algorithms.StationaryIterationSemiconvergent	unclassified-review	retained_classify_only	NumStability.oneEigenProjector_idempotent	202
NumStability.one_step_error	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.ErrorAnalysis.Local.OneStep	reusable	relocated	NumStability.one_step_error	802
NumStability.one_step_error_source	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation05.ErrorExpansion.Results	source	relocated	NumStability.one_step_error_source	866
NumStability.one_step_residual	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation18.ResidualRecurrence.Results	source	relocated	NumStability.one_step_residual	2869
NumStability.residualSigmaSup	definition	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation20.ResidualSigma.Results	source	relocated	NumStability.residualSigmaSup	2440
NumStability.residualSigmaSup_le_diagonalizable_max_bound	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.residualSigmaSup_le_diagonalizable_max_bound	2838
NumStability.residualSigmaSup_le_of_finiteResidualSigma_le	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation20.ResidualSigma.Results	source	relocated	NumStability.residualSigmaSup_le_of_finiteResidualSigma_le	2446
NumStability.residualSigmaTsum	definition	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation20.ResidualSigma.Results	source	relocated	NumStability.residualSigmaTsum	2388
NumStability.residualSigmaTsumMatrix	definition	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation20.ResidualSigma.Results	source	relocated	NumStability.residualSigmaTsumMatrix	2378
NumStability.residualSigmaTsumMatrix_apply	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation20.ResidualSigma.Results	source	relocated	NumStability.residualSigmaTsumMatrix_apply	2394
NumStability.residualSigmaTsumMatrix_eq_of_hasSum	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation20.ResidualSigma.Results	source	relocated	NumStability.residualSigmaTsumMatrix_eq_of_hasSum	2401
NumStability.residualSigmaTsum_eq_infNorm_of_hasSum	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation20.ResidualSigma.Results	source	relocated	NumStability.residualSigmaTsum_eq_infNorm_of_hasSum	2413
NumStability.residualSigmaTsum_le_diagonalizable_bound	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.residualSigmaTsum_le_diagonalizable_bound	2764
NumStability.residualSigmaTsum_le_diagonalizable_max_bound_direct	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.residualSigmaTsum_le_diagonalizable_max_bound_direct	2822
NumStability.residualSigmaTsum_le_of_row_sum_le	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation20.ResidualSigma.Results	source	relocated	NumStability.residualSigmaTsum_le_of_row_sum_le	2423
NumStability.residual_eq_A_error	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.ErrorAnalysis.Residual.Identities	reusable	relocated	NumStability.residual_eq_A_error	2312
NumStability.residual_finite_sum	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation18.ResidualRecurrence.Results	source	relocated	NumStability.residual_finite_sum	2903
NumStability.semiconvergentE	definition	public	NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.Algorithms.StationaryIterationSemiconvergent	unclassified-review	retained_classify_only	NumStability.semiconvergentE	259
NumStability.semiconvergent_block_form_exists	theorem	public	NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability.Algorithms.StationaryIterationSemiconvergentExistence	unclassified-review	retained_classify_only	NumStability.semiconvergent_block_form_exists	247
NumStability.sigma_bound	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.sigma_bound	2337
NumStability.singularErrorSourceComponentBound	definition	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation29.SingularSource.Results	source	relocated	NumStability.singularErrorSourceComponentBound	1692
NumStability.singularErrorSourceNormSum	definition	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation29.SingularSource.Results	source	relocated	NumStability.singularErrorSourceNormSum	1684
NumStability.singularErrorSourceNormSum_le_tsum	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.singularErrorSourceNormSum_le_tsum	861
NumStability.singularErrorSourceTerm	definition	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation28.SingularErrorSplit.Results	source	relocated	NumStability.singularErrorSourceTerm	1470
NumStability.singularErrorSourceTerm_componentwise_bound	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.singularErrorSourceTerm_componentwise_bound	1774
NumStability.singularErrorSourceTerm_componentwise_bound_of_local_error	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.singularErrorSourceTerm_componentwise_bound_of_local_error	2193
NumStability.singularErrorSourceTerm_norm_bound	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.singularErrorSourceTerm_norm_bound	1725
NumStability.singularErrorSourceTerm_norm_bound_of_local_error	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.singularErrorSourceTerm_norm_bound_of_local_error	2163
NumStability.singular_consistent_second_term_telescope	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Section04.PrintedConclusions.Results	source	relocated	NumStability.singular_consistent_second_term_telescope	737
NumStability.singular_consistent_source_term_eq_I_sub_G	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Section04.PrintedConclusions.Results	source	relocated	NumStability.singular_consistent_source_term_eq_I_sub_G	714
NumStability.singular_error_split_finite	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation27.SingularErrorSplit.Results	source	relocated	NumStability.singular_error_split_finite	1480
NumStability.singular_error_split_finite_of_indexOneDrazin_projector	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.singular_error_split_finite_of_indexOneDrazin_projector	1632
NumStability.singular_error_split_semiconvergent	theorem	public	NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.Algorithms.StationaryIterationSemiconvergent	unclassified-review	retained_classify_only	NumStability.singular_error_split_semiconvergent	283
NumStability.singular_error_split_semiconvergent_of_block_data	theorem	public	NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability.Algorithms.StationaryIterationSemiconvergentExistence	unclassified-review	retained_classify_only	NumStability.singular_error_split_semiconvergent_of_block_data	304
NumStability.singular_stationary_iterate_consistent_split	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Section04.PrintedConclusions.Results	source	relocated	NumStability.singular_stationary_iterate_consistent_split	783
NumStability.singular_stationary_iterate_finite_sum	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation21.SingularIteration.Results	source	relocated	NumStability.singular_stationary_iterate_finite_sum	670
NumStability.sorForwardFactor	definition	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation17.SOR.Results	source	relocated	NumStability.sorForwardFactor	3374
NumStability.sorForwardFactor_nonneg	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation17.SOR.Results	source	relocated	NumStability.sorForwardFactor_nonneg	3379
NumStability.sorForwardFactor_one	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation17.SOR.Results	source	relocated	NumStability.sorForwardFactor_one	3523
NumStability.sor_splitting_bound	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation17.SOR.Results	source	relocated	NumStability.sor_splitting_bound	2249
NumStability.sourceComputedIteration_actual_forward_bound	theorem	public	NumStability.Algorithms.StationaryIterationRounded	NumStability.Algorithms.StationaryIterationRounded	unclassified-review	retained_classify_only	NumStability.sourceComputedIteration_actual_forward_bound	296
NumStability.sourceComputedIteration_actual_norm_forward_bound	theorem	public	NumStability.Algorithms.StationaryIterationRounded	NumStability.Algorithms.StationaryIterationRounded	unclassified-review	retained_classify_only	NumStability.sourceComputedIteration_actual_norm_forward_bound	435
NumStability.sourceComputedIteration_error_finite_sum	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation05.ErrorExpansion.Results	source	relocated	NumStability.sourceComputedIteration_error_finite_sum	891
NumStability.sourceComputedIteration_finite_sum	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation03.ComputedRecurrence.Results	source	relocated	NumStability.sourceComputedIteration_finite_sum	650
NumStability.sourceComputedIteration_step_affine	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation01.ComputedIteration.Results	source	relocated	NumStability.sourceComputedIteration_step_affine	602
NumStability.stationaryDrazinFixedProjector	definition	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Projectors.Drazin.Algebra	reusable	relocated	NumStability.stationaryDrazinFixedProjector	1029
NumStability.stationaryDrazinFixedProjector_fixed_by_G	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.stationaryDrazinFixedProjector_fixed_by_G	1302
NumStability.stationaryDrazinFixedProjector_idempotent	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.stationaryDrazinFixedProjector_idempotent	1280
NumStability.stationaryDrazinFixedProjector_matMulVec_fixed	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.stationaryDrazinFixedProjector_matMulVec_fixed	1437
NumStability.stationaryDrazinFixedProjector_matPow_fixed	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.stationaryDrazinFixedProjector_matPow_fixed	1337
NumStability.stationaryDrazinFixedProjector_mul_rangeProjector_eq_zero	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Projectors.Drazin.Algebra	reusable	relocated	NumStability.stationaryDrazinFixedProjector_mul_rangeProjector_eq_zero	1245
NumStability.stationaryDrazinRangeProjector	definition	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Projectors.Drazin.Algebra	reusable	relocated	NumStability.stationaryDrazinRangeProjector	1022
NumStability.stationaryDrazinRangeProjector_commutes_with_G	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.stationaryDrazinRangeProjector_commutes_with_G	1135
NumStability.stationaryDrazinRangeProjector_commutes_with_matPow	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.stationaryDrazinRangeProjector_commutes_with_matPow	1171
NumStability.stationaryDrazinRangeProjector_drazinIG_eq_semiconvergentE	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.stationaryDrazinRangeProjector_drazinIG_eq_semiconvergentE	406
NumStability.stationaryDrazinRangeProjector_idempotent	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Projectors.Drazin.Algebra	reusable	relocated	NumStability.stationaryDrazinRangeProjector_idempotent	1093
NumStability.stationaryDrazinRangeProjector_matPow_sandwich	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.stationaryDrazinRangeProjector_matPow_sandwich	1181
NumStability.stationaryDrazinRangeProjector_matSub_id_mul_left	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Projectors.Drazin.Algebra	reusable	relocated	NumStability.stationaryDrazinRangeProjector_matSub_id_mul_left	1106
NumStability.stationaryDrazinRangeProjector_matSub_id_mul_right	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Projectors.Drazin.Algebra	reusable	relocated	NumStability.stationaryDrazinRangeProjector_matSub_id_mul_right	1117
NumStability.stationaryDrazinRangeProjector_mul_fixedProjector_eq_zero	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Projectors.Drazin.Algebra	reusable	relocated	NumStability.stationaryDrazinRangeProjector_mul_fixedProjector_eq_zero	1210
NumStability.stationaryDrazinRangeProjector_null_component_fixed	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.stationaryDrazinRangeProjector_null_component_fixed	1454
NumStability.stationaryDrazin_matPow_vec_split	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.stationaryDrazin_matPow_vec_split	1349
NumStability.stationaryDrazin_matPow_vec_tendsto_fixedProjector_of_range_tendsto_zero	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	NumStability.stationaryDrazin_matPow_vec_tendsto_fixedProjector_of_range_tendsto_zero	1392
NumStability.stationaryLocalError	definition	public	NumStability.Algorithms.StationaryIterationRounded	NumStability.Algorithms.StationaryIterationRounded	unclassified-review	retained_classify_only	NumStability.stationaryLocalError	22
NumStability.stationaryLocalErrorSourceVector	definition	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation29.SingularSource.Results	source	relocated	NumStability.stationaryLocalErrorSourceVector	1678
NumStability.stationaryLocalError_sourceComputedIteration	theorem	public	NumStability.Algorithms.StationaryIterationRounded	NumStability.Algorithms.StationaryIterationRounded	unclassified-review	retained_classify_only	NumStability.stationaryLocalError_sourceComputedIteration	30
NumStability.stationaryRoundedRhs	definition	public	NumStability.Algorithms.StationaryIterationRounded	NumStability.Algorithms.StationaryIterationRounded	unclassified-review	retained_classify_only	NumStability.stationaryRoundedRhs	16
NumStability.stationaryRoundedRhs_error_bound	theorem	public	NumStability.Algorithms.StationaryIterationRounded	NumStability.Algorithms.StationaryIterationRounded	unclassified-review	retained_classify_only	NumStability.stationaryRoundedRhs_error_bound	53
NumStability.stationaryRowColumnScale	definition	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Splittings.Scaling.Diagonal	reusable	relocated	NumStability.stationaryRowColumnScale	43
NumStability.stationaryRowColumnScale_apply	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Splittings.Scaling.Diagonal	reusable	relocated	NumStability.stationaryRowColumnScale_apply	69
NumStability.stationaryRowColumnScale_splittingSpec	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Section02.ScaleIndependence.Results	source	relocated	NumStability.stationaryRowColumnScale_splittingSpec	80
NumStability.stationaryScaledInverse	definition	public	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Splittings.Scaling.Diagonal	reusable	relocated	NumStability.stationaryScaledInverse	51
NumStability.stationaryScaledIterMatrix_charpoly_eq	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Section02.ScaleIndependence.Results	source	relocated	NumStability.stationaryScaledIterMatrix_charpoly_eq	227
NumStability.stationaryScaledIterMatrix_similarity	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Section02.ScaleIndependence.Results	source	relocated	NumStability.stationaryScaledIterMatrix_similarity	186
NumStability.stationary_solution_finite_sum	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation04.FixedPoint.Results	source	relocated	NumStability.stationary_solution_finite_sum	432
NumStability.stationary_solution_fixed_point	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation04.FixedPoint.Results	source	relocated	NumStability.stationary_solution_fixed_point	334
NumStability.stopping_test_matrix_backward_componentwise	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation33.StoppingTests.Results	source	relocated	NumStability.stopping_test_matrix_backward_componentwise	3867
NumStability.stopping_test_matrix_backward_subordinate	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation33.StoppingTests.Results	source	relocated	NumStability.stopping_test_matrix_backward_subordinate	3763
NumStability.stopping_test_mixed_backward_componentwise	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation33.StoppingTests.Results	source	relocated	NumStability.stopping_test_mixed_backward_componentwise	3926
NumStability.stopping_test_mixed_backward_subordinate	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation33.StoppingTests.Results	source	relocated	NumStability.stopping_test_mixed_backward_subordinate	3816
NumStability.stopping_test_rhs_backward_componentwise	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation33.StoppingTests.Results	source	relocated	NumStability.stopping_test_rhs_backward_componentwise	3835
NumStability.stopping_test_rhs_backward_subordinate	theorem	public	NumStability.Algorithms.StationaryIteration	NumStability.Source.Higham.Chapter17.Equation33.StoppingTests.Results	source	relocated	NumStability.stopping_test_rhs_backward_subordinate	3722
NumStability.sum_range_matPow_J_bottomProjector_entry	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.sum_range_matPow_J_bottomProjector_entry	1117
NumStability.summable_abs_GiE_Minv_entry	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.summable_abs_GiE_Minv_entry	1312
NumStability.summable_infNorm_GiE_Minv	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.summable_infNorm_GiE_Minv	811
NumStability.topProjector	definition	public	NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.Algorithms.StationaryIterationSemiconvergent	unclassified-review	retained_classify_only	NumStability.topProjector	35
NumStability.topProjector_add_bottomProjector	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.topProjector_add_bottomProjector	78
NumStability.topProjector_apply_bottom	theorem	public	NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.Algorithms.StationaryIterationSemiconvergent	unclassified-review	retained_classify_only	NumStability.topProjector_apply_bottom	50
NumStability.topProjector_apply_top	theorem	public	NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.Algorithms.StationaryIterationSemiconvergent	unclassified-review	retained_classify_only	NumStability.topProjector_apply_top	42
NumStability.topProjector_idempotent	theorem	public	NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.Algorithms.StationaryIterationSemiconvergent	unclassified-review	retained_classify_only	NumStability.topProjector_idempotent	134
NumStability.topProjector_mul_J	theorem	public	NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.Algorithms.StationaryIterationSemiconvergent	unclassified-review	retained_classify_only	NumStability.topProjector_mul_J	119
NumStability.tsum_GiE_entry_eq_drazinIG	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.tsum_GiE_entry_eq_drazinIG	1289
NumStability.tsum_infNorm_GiE_Minv_le	theorem	public	NumStability.Algorithms.StationaryIterationDrazin	NumStability.Algorithms.StationaryIterationDrazin	unclassified-review	retained_classify_only	NumStability.tsum_infNorm_GiE_Minv_le	833
_private.NumStability.Algorithms.StationaryIteration.0.NumStability.geom_partial_sum_le	theorem	private	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	_private.NumStability.Algorithms.StationaryIteration.0.NumStability.geom_partial_sum_le	2322
_private.NumStability.Algorithms.StationaryIteration.0.NumStability.matMul_matSub_id_left	theorem	private	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	_private.NumStability.Algorithms.StationaryIteration.0.NumStability.matMul_matSub_id_left	1063
_private.NumStability.Algorithms.StationaryIteration.0.NumStability.matMul_matSub_id_matSub_id	theorem	private	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	_private.NumStability.Algorithms.StationaryIteration.0.NumStability.matMul_matSub_id_matSub_id	1036
_private.NumStability.Algorithms.StationaryIteration.0.NumStability.matMul_matSub_id_right	theorem	private	NumStability.Algorithms.StationaryIteration	NumStability.Algorithms.StationaryIteration	historical-closure	retained_private_closure	_private.NumStability.Algorithms.StationaryIteration.0.NumStability.matMul_matSub_id_right	1078
