baseline_owner_module	baseline_declaration_name	visibility	kind	projection_order	source_ordinal	destination_module	route_class	normalization_decision
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_eventProb_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_vecNorm_add_frobNorm	public	theorem	59	21	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramLoewnerCovers	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_expectationReal_pairCollisionIndicator_eq_inv	public	theorem	60	64	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchInjectivityBounds	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_expectationReal_rowGram_entry_error_sq_le	public	theorem	61	4	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramMoments	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_expectationReal_rowGram_frob_error_sq_le	public	theorem	62	14	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramMoments	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_expectationReal_rowGram_quadratic_error_sq_le	public	theorem	63	5	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramMoments	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_expectationReal_rowGram_quadratic_error_sq_le_frobNorm	public	theorem	64	7	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramMoments	relocate_split	-
NumStability.Algorithms.RandNLA.Preconditioning	NumStability.countSketchProbability_expectationReal_rowGram_quadratic_error_sq_le_vecNorm	public	theorem	65	6	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.CountSketch.SketchedGramMoments	relocate_split	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbMass_marginal_two_ne	public	theorem	0	1	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_eventProb_computedGram_frob_error_le_epsilon_add_tau	public	theorem	1	12	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGramDotWithComputedDen_frob_error_le_epsilon_add_explicit_budget	public	theorem	2	22	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGramDot_frob_error_le_epsilon_add_explicit_budget	public	theorem	3	20	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGramWithComputedDen_frob_error_le_epsilon_add_explicit_budget	public	theorem	4	21	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_explicit_budget	public	theorem	5	17	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_scaling_budget	public	theorem	6	18	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau	public	theorem	7	14	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau_dot_zero	public	theorem	8	19	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau_of_entrywise_budget	public	theorem	9	16	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_eventProb_fl_rowSampleGram_frob_error_le_epsilon_add_tau_of_forall	public	theorem	10	15	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_eventProb_rowSampleGram_frob_error_le_epsilon	public	theorem	11	10	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_eventProb_rowSampleGram_frob_error_le_epsilon_of_budget	public	theorem	12	11	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_eventProb_rowSampleGram_frob_error_le_ge_one_sub	public	theorem	13	9	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_eventProb_rowSketchGram_frob_error_le_epsilon_add_tau	public	theorem	14	13	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_expectationReal_centered_sum_sq	public	theorem	15	2	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_expectationReal_fl_rowSampleGram_frob_error_le_add_perturb	public	theorem	16	8	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_expectationReal_rowSampleGram_entry_error_sq	public	theorem	17	4	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_expectationReal_rowSampleGram_frob_error_le	public	theorem	18	6	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_expectationReal_rowSampleGram_frob_error_sq_le	public	theorem	19	5	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_expectationReal_rowSketchGram_frob_error_le_add_perturb	public	theorem	20	7	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	NumStability.rowSqNormTraceProbability_expectationReal_sampleAverage_sub_mean_sq	public	theorem	21	3	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingGram	_private.NumStability.Algorithms.RandNLA.RowSamplingGram.0.NumStability.rowSqNormTraceProbMass_two_point_factor	private	theorem	22	0	NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints	relocate_whole	rename:_private.NumStability.Source.DrineasMahoney.RandNLA2016.Equation05.GramApproximation.SampledGramEndpoints.0.NumStability.rowSqNormTraceProbMass_two_point_factor
NumStability.Algorithms.RandNLA.RowSamplingLeverage	NumStability.leverageTraceProbability_eventProb_fl_rowSampleGramDot_opNorm2_error_le_epsilon_add_budget	public	theorem	0	1	NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.SampledGramOperatorNorm	relocate_whole	-
NumStability.Algorithms.RandNLA.RowSamplingLeverage	NumStability.leverageTraceProbability_eventProb_rowSampleGram_opNorm2_error_le_epsilon	public	theorem	1	0	NumStability.Source.DrineasMahoney.RandNLA2016.Equation07.SubspaceEmbedding.SampledGramOperatorNorm	relocate_whole	-
NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.uniformRowTraceProbMass_marginal_two_ne	public	theorem	0	1	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	relocate_whole	-
NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.uniformRowTraceProbability_eventProb_pair_collision_eq_inv	public	theorem	1	2	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	relocate_whole	-
NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.uniformRowTraceProbability_eventProb_uniformRowSampleGram_frob_error_le_ge_one_sub	public	theorem	2	8	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	relocate_whole	-
NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.uniformRowTraceProbability_eventProb_uniformRowSampleGram_frob_error_le_ge_one_sub_frobNorm	public	theorem	3	9	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	relocate_whole	-
NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.uniformRowTraceProbability_expectationReal_centered_sum_sq	public	theorem	4	3	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	relocate_whole	-
NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.uniformRowTraceProbability_expectationReal_sampleAverage_sub_mean_sq	public	theorem	5	4	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	relocate_whole	-
NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.uniformRowTraceProbability_expectationReal_uniformRowSampleGram_entry_error_sq	public	theorem	6	5	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	relocate_whole	-
NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.uniformRowTraceProbability_expectationReal_uniformRowSampleGram_frob_error_sq_le	public	theorem	7	6	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	relocate_whole	-
NumStability.Algorithms.RandNLA.UniformRowSampling	NumStability.uniformRowTraceProbability_expectationReal_uniformRowSampleGram_frob_error_sq_le_frobNorm	public	theorem	8	7	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	relocate_whole	-
NumStability.Algorithms.RandNLA.UniformRowSampling	_private.NumStability.Algorithms.RandNLA.UniformRowSampling.0.NumStability.uniformRowTraceProbMass_two_point_factor	private	theorem	9	0	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments	relocate_whole	rename:_private.NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.GramMoments.0.NumStability.uniformRowTraceProbMass_two_point_factor
NumStability.Algorithms.RandNLA.UniformRowSamplingComposition	NumStability.countSketchUniformRowTraceProbability_eventProb_uniformRowSampleGram_two_sided_finiteLoewnerLe_ge_one_sub_square_inv_add_delta	public	theorem	0	0	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.UniformRowEmbedding	relocate_whole	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_factoredInput_fl_uniformRowSampleGramDotWithComputedDen_two_sided_finiteLoewnerLe_ge_one_sub_delta_of_square_inv_budget	public	theorem	0	8	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedEmbeddings	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_factoredInput_fl_uniformRowSampleGramDotWithComputedDen_two_sided_finiteLoewnerLe_ge_one_sub_square_inv_add_delta	public	theorem	1	7	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedEmbeddings	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_factoredInput_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_two_sided_finiteLoewnerLe_ge_one_sub_delta_of_square_inv_budget	public	theorem	2	10	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedEmbeddings	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_factoredInput_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_two_sided_finiteLoewnerLe_ge_one_sub_square_inv_add_delta	public	theorem	3	9	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedEmbeddings	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_frob_error_le_ge_one_sub	public	theorem	4	33	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedEmbeddings	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_frob_error_le_ge_one_sub_frobNorm	public	theorem	5	34	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_cover_ge_one_sub_delta_of_sum_coeff_add_frob_add_row_budget	public	theorem	6	50	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_cover_ge_one_sub_sum_coeff_add_frob_add_row	public	theorem	7	49	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_ge_one_sub	public	theorem	8	35	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_ge_one_sub_delta_of_coeff_budget	public	theorem	9	36	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_ge_one_sub_delta_of_equal_radius_coeff_budget	public	theorem	10	41	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_ge_one_sub_delta_of_equal_radius_coeff_budget_expanded	public	theorem	11	42	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_ge_one_sub_delta_of_equal_radius_frobNorm_budget	public	theorem	12	39	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_ge_one_sub_delta_of_equal_radius_frobNorm_budget_expanded	public	theorem	13	40	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_ge_one_sub_delta_of_frobNorm_budget	public	theorem	14	38	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_ge_one_sub_frobNorm	public	theorem	15	37	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_coeff_add_frob_add_row_budget	public	theorem	16	53	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_rowGram_twoSidedLoewner_productGrid_ge_one_sub_sum_coeff_add_frob_add_row	public	theorem	17	52	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithComputedDen_two_sided_finiteLoewnerLe_ge_one_sub_square_inv_add_delta	public	theorem	18	4	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedEmbeddings	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_rowGram_twoSidedLoewner_cover_ge_one_sub_delta_of_sum_coeff_add_frob_add_row_budget	public	theorem	19	51	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_rowGram_twoSidedLoewner_ge_one_sub_delta_of_coeff_budget	public	theorem	20	43	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_rowGram_twoSidedLoewner_ge_one_sub_delta_of_equal_radius_coeff_budget	public	theorem	21	44	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_rowGram_twoSidedLoewner_ge_one_sub_delta_of_equal_radius_coeff_budget_expanded	public	theorem	22	45	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_rowGram_twoSidedLoewner_ge_one_sub_delta_of_equal_radius_frobNorm_budget	public	theorem	23	47	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_rowGram_twoSidedLoewner_ge_one_sub_delta_of_equal_radius_frobNorm_budget_expanded	public	theorem	24	48	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_rowGram_twoSidedLoewner_ge_one_sub_delta_of_frobNorm_budget	public	theorem	25	46	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramBounds	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_coeff_add_frob_add_row_budget	public	theorem	26	54	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_two_sided_finiteLoewnerLe_ge_one_sub_square_inv_add_delta	public	theorem	27	5	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedEmbeddings	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseFlStoredSignAddZeroRightComputedPreconditioned_factoredInput_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_two_sided_finiteLoewnerLe_ge_one_sub_delta_of_square_inv_budget	public	theorem	28	16	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedEmbeddings	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseFlStoredSignAddZeroRightComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_coeff_add_frob_add_row_budget	public	theorem	29	64	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseFlStoredSignAddZeroRightComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_add_row_orthonormal_budget	public	theorem	30	69	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseFlStoredSignAddZeroRightPermutedComputedPreconditioned_factoredInput_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_two_sided_finiteLoewnerLe_ge_one_sub_delta_of_square_inv_budget	public	theorem	31	23	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedEmbeddings	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseFlStoredSignAddZeroRightPermutedComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_coeff_add_frob_add_row_budget	public	theorem	32	76	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseFlStoredSignAddZeroRightPermutedComputedPreconditioned_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_rowGram_twoSidedLoewner_productGrid_ge_one_sub_delta_of_sum_gridNorm_add_nat_add_row_orthonormal_budget	public	theorem	33	81	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedGramGrids	relocate_split	-
NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.countSketchUniformRowTraceProbability_eventProb_sparseFlStoredSignAddZeroRightTreeComputedPreconditioned_factoredInput_fl_uniformRowSampleGramDotWithFlSqrtMulInvSqrtDen_two_sided_finiteLoewnerLe_ge_one_sub_delta_of_square_inv_budget	public	theorem	34	30	NumStability.Source.DrineasMahoney.RandNLA2016.Algorithm03.RandomProjectionPreconditioning.SparsePreconditionedEmbeddings	relocate_split	-
