module	role	import	provenance
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	Mathlib.Algebra.Order.BigOperators.Group.Finset	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	Mathlib.Data.Real.Basic	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	Mathlib.LinearAlgebra.Matrix.Orthogonal	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	Mathlib.Tactic.FieldSimp	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	Mathlib.Tactic.Linarith	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	Mathlib.Tactic.Ring	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Algorithms.LinearSystems.Triangular.BackSubstitution	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Algorithms.LinearSystems.Triangular.ForwardSubstitution	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Algorithms.LU.GaussianElimination	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Algorithms.LU.GrowthFactor	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Algorithms.LU.LUSolve	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Algorithms.MatMul	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Algorithms.MatrixInversion.LUFactors.ErrorAnalysis.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Algorithms.MatrixInversion.LUFactors.Methods.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Algorithms.MatrixInversion.Residuals.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Algorithms.MatrixInversion.Triangular.ErrorAnalysis.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Algorithms.MatrixInversion.Triangular.Specifications.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Algorithms.MatVec	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Algorithms.TestMatrices.UpperTriangularStress	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Analysis.Error.MatrixProducts.Contracts.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Analysis.Error.RoundingProducts.Core	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Analysis.ForwardError	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Analysis.MatrixAlgebra	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Analysis.MatrixNorms.HadamardDeterminant	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Analysis.Perturbation.LeastSquares.Wedin	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Analysis.Rounding	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.FloatingPoint.Model	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Equation34.DeterminantFromLU.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Equation35.HymanBlockFactorization.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Equation36.HymanDeterminant.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Problem03.ResidualComparison.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Problem04.ResidualCounterexample.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Problem05.InverseBasedSolve.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Problem07.OnesVector.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Problem08.ComplexInverseRealBlock.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Problem10.EntryPerturbation.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Problem11.HadamardCondition.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Problem12.ConditionNumberExamples.StressAndPeiMatrices	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Problem12.HadamardExamples.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Problem13.GEJBound.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Problem14.HymanDeterminant.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Problem15.DeterminantPerturbation.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2B.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversion	compatibility-shim(new)	NumStability.Source.Higham.Chapter14.Section03.LUFactorInversion.MethodD.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversionMethod2BInstance	compatibility-shim	NumStability.Algorithms.Ch14Method2Loop	frozen-B0009
NumStability.Algorithms.MatrixInversionMethod2BInstance	compatibility-shim	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderModels	frozen-B0009
NumStability.Algorithms.MatrixInversionMethod2BInstance	compatibility-shim	NumStability.Algorithms.MatMul	frozen-B0009
NumStability.Algorithms.MatrixInversionMethod2BInstance	compatibility-shim	NumStability.Algorithms.MatrixInversion	frozen-B0009
NumStability.Algorithms.MatrixInversionMethod2BInstance	compatibility-shim	NumStability.Analysis.FirstOrder.FixedPrecision	frozen-B0009
NumStability.Algorithms.MatrixInversionMethod2BInstance	compatibility-shim	NumStability.Analysis.MatrixAlgebra	frozen-B0009
NumStability.Algorithms.MatrixInversionMethod2BInstance	compatibility-shim	NumStability.Analysis.MatrixNorms.EntrywiseMaximum	frozen-B0009
NumStability.Algorithms.MatrixInversionMethod2BInstance	compatibility-shim	NumStability.Source.Higham.Chapter13.Section01.OperationModels	frozen-B0009
NumStability.Algorithms.MatrixInversionMethod2BInstance	compatibility-shim	NumStability.Source.Higham.Chapter14.Section02.TriangularInversion.Method2B.MatrixInversionMethod2BInstance	frozen-B0009
NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	canonical-destination(new)	NumStability.Algorithms.LinearSystems.GaussJordan.ErrorAnalysis.GaussJordan	frozen-B0009
NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	canonical-destination(new)	NumStability.Algorithms.LU.GaussianElimination	frozen-B0009
NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	canonical-destination(new)	NumStability.Analysis.FirstOrder.MatrixFamilies.AsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	canonical-destination(new)	NumStability.Analysis.MatrixAlgebra	frozen-B0009
NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	canonical-destination(new)	NumStability.Analysis.Rounding	frozen-B0009
NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	canonical-destination(new)	NumStability.FloatingPoint.Model	frozen-B0009
NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.Execution.GJEFinalDivisionClosure	frozen-B0009
NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.Execution.GJEOperationalBridge	frozen-B0009
NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.Pivoting.GaussJordanPivoting	frozen-B0009
NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.SecondStage.GaussJordanQConstruction	frozen-B0009
NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Corollary06.SPD.Closure	frozen-B0009
NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Theorem05.EliminationFamilies.CoefficientAsymptotics	frozen-B0009
NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Theorem05.ForwardError.GJEAsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Theorem05.ForwardError.GJEFinalDivisionClosure	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	canonical-destination(new)	NumStability.Algorithms.LinearSystems.LU.BlockLU.PositiveDefinite	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	canonical-destination(new)	NumStability.Algorithms.LU.GaussianElimination	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	canonical-destination(new)	NumStability.Analysis.MatrixAlgebra	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	canonical-destination(new)	NumStability.Analysis.Rounding	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	canonical-destination(new)	NumStability.FloatingPoint.Model	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	canonical-destination(new)	NumStability.Source.Higham.Chapter07.Corollary06.LinearSystemsConditioning.Results	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.Execution.GJEFinalDivisionClosure	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	amendment-VariantA:dag-edge
NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.Pivoting.GaussJordanPivoting	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Corollary06.SPD.Closure	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Corollary06.SPD.GaussJordanSPDCorollary	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Corollary06.SPD.UniformInverseBridge	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Corollary07.DiagonalDominance.WeakFamily	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Corollary07.PrintedTraceFamilies.ResidualAndForwardEndpoints	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Algorithms.LU.GaussianElimination	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Analysis.FirstOrder.MatrixFamilies.AsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Analysis.MatrixAlgebra	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Analysis.PerturbationTheory	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.FloatingPoint.Model	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Source.Higham.Chapter08.Lemma08.CorrectedCondition.RowDominance	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.Execution.GJEFinalDivisionClosure	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.FinalDivisionStage.FinalizedErrorFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.Pivoting.GaussJordanPivoting	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.SecondStage.GaussJordanQConstruction	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Corollary07.DiagonalDominance.Closure	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Corollary07.DiagonalDominance.Concrete	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Corollary07.DiagonalDominance.FinalDivisionFamilyClosure	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Corollary07.DiagonalDominance.WeakFamily	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Corollary07.PrintedTraceFamilies.ResidualAndForwardEndpoints	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Theorem05.ForwardError.GJEAsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.PrintedTraceFamilies.ResidualAndForwardEndpoints	canonical-destination(new)	NumStability.Algorithms.LinearSystems.GaussJordan.ErrorAnalysis.GaussJordan	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.PrintedTraceFamilies.ResidualAndForwardEndpoints	canonical-destination(new)	NumStability.Algorithms.LU.GaussianElimination	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.PrintedTraceFamilies.ResidualAndForwardEndpoints	canonical-destination(new)	NumStability.Algorithms.LU.GrowthFactor	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.PrintedTraceFamilies.ResidualAndForwardEndpoints	canonical-destination(new)	NumStability.Analysis.FirstOrder.MatrixFamilies.AsymptoticFamilies	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.PrintedTraceFamilies.ResidualAndForwardEndpoints	canonical-destination(new)	NumStability.Analysis.MatrixAlgebra	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.PrintedTraceFamilies.ResidualAndForwardEndpoints	canonical-destination(new)	NumStability.Analysis.PerturbationTheory	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.PrintedTraceFamilies.ResidualAndForwardEndpoints	canonical-destination(new)	NumStability.Analysis.Rounding	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.PrintedTraceFamilies.ResidualAndForwardEndpoints	canonical-destination(new)	NumStability.FloatingPoint.Model	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.PrintedTraceFamilies.ResidualAndForwardEndpoints	canonical-destination(new)	NumStability.Source.Higham.Chapter09.Section02	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.PrintedTraceFamilies.ResidualAndForwardEndpoints	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.Pivoting.GaussJordanPivoting	frozen-B0009
NumStability.Source.Higham.Chapter14.Corollary07.PrintedTraceFamilies.ResidualAndForwardEndpoints	canonical-destination(new)	NumStability.Source.Higham.Chapter14.Algorithm04.SecondStage.GaussJordanQConstruction	frozen-B0009
