module	path	wave_id	lane_id	inventory_source	frozen_proposed_tier	frozen_proposed_family	review_status
NumStability.Algorithms.TestMatrices.Higham28CompanionSpectral	NumStability/Algorithms/TestMatrices/Higham28CompanionSpectral.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Contracts	NumStability/Algorithms/TestMatrices/Higham28Contracts.lean	R09	claude-lane	immutable-C0008-inventory	mixed_pending_split	NumStability.Analysis.TestMatrices + NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Exact	NumStability/Algorithms/TestMatrices/Higham28Exact.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GaussianDirection	NumStability/Algorithms/TestMatrices/Higham28GaussianDirection.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GaussianOrthogonal	NumStability/Algorithms/TestMatrices/Higham28GaussianOrthogonal.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GaussianQRHaar	NumStability/Algorithms/TestMatrices/Higham28GaussianQRHaar.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Ginibre	NumStability/Algorithms/TestMatrices/Higham28Ginibre.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreAbsoluteDetRecurrence	NumStability/Algorithms/TestMatrices/Higham28GinibreAbsoluteDetRecurrence.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreAtlas	NumStability/Algorithms/TestMatrices/Higham28GinibreAtlas.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreCharacteristicProduct	NumStability/Algorithms/TestMatrices/Higham28GinibreCharacteristicProduct.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreComplexPairs	NumStability/Algorithms/TestMatrices/Higham28GinibreComplexPairs.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreCorollary31Factor	NumStability/Algorithms/TestMatrices/Higham28GinibreCorollary31Factor.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantIntegral	NumStability/Algorithms/TestMatrices/Higham28GinibreDeterminantIntegral.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreDeterminantMoment	NumStability/Algorithms/TestMatrices/Higham28GinibreDeterminantMoment.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreDimensionTwo	NumStability/Algorithms/TestMatrices/Higham28GinibreDimensionTwo.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreExpectationGlue	NumStability/Algorithms/TestMatrices/Higham28GinibreExpectationGlue.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreFiniteFormula	NumStability/Algorithms/TestMatrices/Higham28GinibreFiniteFormula.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreGaussianBridge	NumStability/Algorithms/TestMatrices/Higham28GinibreGaussianBridge.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreIncidence	NumStability/Algorithms/TestMatrices/Higham28GinibreIncidence.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreIntegral	NumStability/Algorithms/TestMatrices/Higham28GinibreIntegral.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreJointDensity	NumStability/Algorithms/TestMatrices/Higham28GinibreJointDensity.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreMeasure	NumStability/Algorithms/TestMatrices/Higham28GinibreMeasure.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreMultiplicity	NumStability/Algorithms/TestMatrices/Higham28GinibreMultiplicity.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreOrthogonalFiber	NumStability/Algorithms/TestMatrices/Higham28GinibreOrthogonalFiber.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreParity	NumStability/Algorithms/TestMatrices/Higham28GinibreParity.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneChart	NumStability/Algorithms/TestMatrices/Higham28GinibrePlaneChart.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneIncidence	NumStability/Algorithms/TestMatrices/Higham28GinibrePlaneIncidence.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibrePlaneSylvester	NumStability/Algorithms/TestMatrices/Higham28GinibrePlaneSylvester.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreProjectiveIntegral	NumStability/Algorithms/TestMatrices/Higham28GinibreProjectiveIntegral.lean	R09	claude-lane	immutable-C0008-inventory	mixed_pending_split	NumStability.Analysis.TestMatrices + NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreRecurrence	NumStability/Algorithms/TestMatrices/Higham28GinibreRecurrence.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreRoots	NumStability/Algorithms/TestMatrices/Higham28GinibreRoots.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedConclusion	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedConclusion.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedExpectation	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedExpectation.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedGaussian	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedGaussian.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidence	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedIncidence.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedIncidenceAlgebra	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedIncidenceAlgebra.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedKernel	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedKernel.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRank	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedRank.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedRankTransfer	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedRankTransfer.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreSignedScalar	NumStability/Algorithms/TestMatrices/Higham28GinibreSignedScalar.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreTraceDensity	NumStability/Algorithms/TestMatrices/Higham28GinibreTraceDensity.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28GinibreTruncatedIncidence	NumStability/Algorithms/TestMatrices/Higham28GinibreTruncatedIncidence.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28HilbertAsymptotic	NumStability/Algorithms/TestMatrices/Higham28HilbertAsymptotic.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28HilbertCondition	NumStability/Algorithms/TestMatrices/Higham28HilbertCondition.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Moments	NumStability/Algorithms/TestMatrices/Higham28Moments.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28OrthogonalCoordinates	NumStability/Algorithms/TestMatrices/Higham28OrthogonalCoordinates.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28OrthogonalFibers	NumStability/Algorithms/TestMatrices/Higham28OrthogonalFibers.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28OrthogonalHaar	NumStability/Algorithms/TestMatrices/Higham28OrthogonalHaar.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28OrthogonalSphere	NumStability/Algorithms/TestMatrices/Higham28OrthogonalSphere.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Pascal	NumStability/Algorithms/TestMatrices/Higham28Pascal.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28PascalCondition	NumStability/Algorithms/TestMatrices/Higham28PascalCondition.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28PascalDualFlag	NumStability/Algorithms/TestMatrices/Higham28PascalDualFlag.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28PascalOscillation	NumStability/Algorithms/TestMatrices/Higham28PascalOscillation.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28PascalOscillationCore	NumStability/Algorithms/TestMatrices/Higham28PascalOscillationCore.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28PascalOscillationExact	NumStability/Algorithms/TestMatrices/Higham28PascalOscillationExact.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28PascalSpectral	NumStability/Algorithms/TestMatrices/Higham28PascalSpectral.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28PascalTotalPositivity	NumStability/Algorithms/TestMatrices/Higham28PascalTotalPositivity.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Probability	NumStability/Algorithms/TestMatrices/Higham28Probability.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28RandsvdNorm	NumStability/Algorithms/TestMatrices/Higham28RandsvdNorm.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28ReciprocalSPD	NumStability/Algorithms/TestMatrices/Higham28ReciprocalSPD.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28ShiftedHilbert	NumStability/Algorithms/TestMatrices/Higham28ShiftedHilbert.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28Stewart	NumStability/Algorithms/TestMatrices/Higham28Stewart.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28StewartHaar	NumStability/Algorithms/TestMatrices/Higham28StewartHaar.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28StewartRawFiber	NumStability/Algorithms/TestMatrices/Higham28StewartRawFiber.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28StewartRecursion	NumStability/Algorithms/TestMatrices/Higham28StewartRecursion.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28ToeplitzCondition	NumStability/Algorithms/TestMatrices/Higham28ToeplitzCondition.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28ToeplitzGeneral	NumStability/Algorithms/TestMatrices/Higham28ToeplitzGeneral.lean	R09	claude-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter28	frozen_proposal_requires_refresh
NumStability.Algorithms.TestMatrices.Higham28ToeplitzSpectrum	NumStability/Algorithms/TestMatrices/Higham28ToeplitzSpectrum.lean	R09	claude-lane	immutable-C0008-inventory	reusable	NumStability.Analysis.TestMatrices	frozen_proposal_requires_refresh
NumStability.Algorithms.Underdetermined.Higham21	NumStability/Algorithms/Underdetermined/Higham21.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Attainability	NumStability/Algorithms/Underdetermined/Higham21Attainability.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform	NumStability/Algorithms/Underdetermined/Higham21Eq21_11Uniform.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Eq21_8	NumStability/Algorithms/Underdetermined/Higham21Eq21_8.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Eq21_9	NumStability/Algorithms/Underdetermined/Higham21Eq21_9.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Equation21_11	NumStability/Algorithms/Underdetermined/Higham21Equation21_11.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Equation21_11Scalar	NumStability/Algorithms/Underdetermined/Higham21Equation21_11Scalar.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Givens	NumStability/Algorithms/Underdetermined/Higham21Givens.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21GivensClosure	NumStability/Algorithms/Underdetermined/Higham21GivensClosure.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21GivensRounded	NumStability/Algorithms/Underdetermined/Higham21GivensRounded.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21MGS	NumStability/Algorithms/Underdetermined/Higham21MGS.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21MGSRounded	NumStability/Algorithms/Underdetermined/Higham21MGSRounded.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Perturbation	NumStability/Algorithms/Underdetermined/Higham21Perturbation.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21PerturbationRadius	NumStability/Algorithms/Underdetermined/Higham21PerturbationRadius.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21ProjectorNorm	NumStability/Algorithms/Underdetermined/Higham21ProjectorNorm.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21QRFoundations	NumStability/Algorithms/Underdetermined/Higham21QRFoundations.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21RankStability	NumStability/Algorithms/Underdetermined/Higham21RankStability.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNEActualOutput	NumStability/Algorithms/Underdetermined/Higham21SNEActualOutput.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNEClosure	NumStability/Algorithms/Underdetermined/Higham21SNEClosure.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNEConditionTransfer	NumStability/Algorithms/Underdetermined/Higham21SNEConditionTransfer.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNEEnvelopeTransfer	NumStability/Algorithms/Underdetermined/Higham21SNEEnvelopeTransfer.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNEForward	NumStability/Algorithms/Underdetermined/Higham21SNEForward.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNEQRMajorant	NumStability/Algorithms/Underdetermined/Higham21SNEQRMajorant.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNERemainderBounds	NumStability/Algorithms/Underdetermined/Higham21SNERemainderBounds.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNESigned	NumStability/Algorithms/Underdetermined/Higham21SNESigned.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21SNEUniform	NumStability/Algorithms/Underdetermined/Higham21SNEUniform.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.Higham21Theorem214SourceClosure	NumStability/Algorithms/Underdetermined/Higham21Theorem214SourceClosure.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	NumStability/Algorithms/Underdetermined/UnderdeterminedSolve.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.Underdetermined.UnderdeterminedSpec	NumStability/Algorithms/Underdetermined/UnderdeterminedSpec.lean	R05	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch21	family_migration_required
NumStability.Algorithms.WilkinsonAttainability	NumStability/Algorithms/WilkinsonAttainability.lean	R03	codex-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Review	frozen_proposal_requires_refresh
NumStability.Analysis.AccuracyTests	NumStability/Analysis/AccuracyTests.lean	R03	codex-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter01	frozen_proposal_requires_refresh
NumStability.Analysis.BergerGeneral	NumStability/Analysis/BergerGeneral.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.BergerInequality	NumStability/Analysis/BergerInequality.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.BergerResolvent	NumStability/Analysis/BergerResolvent.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.CStarMatrixBridge	NumStability/Analysis/CStarMatrixBridge.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.CStarMatrixExpectation	NumStability/Analysis/CStarMatrixExpectation.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.CStarMatrixTrace	NumStability/Analysis/CStarMatrixTrace.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.DunfordResidue	NumStability/Analysis/DunfordResidue.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.HenriciExtremal	NumStability/Analysis/HenriciExtremal.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.HenriciSharpConstant	NumStability/Analysis/HenriciSharpConstant.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.HenriciSharpConstantExact	NumStability/Analysis/HenriciSharpConstantExact.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.HighamChapter2ElementaryFunctions	NumStability/Analysis/HighamChapter2ElementaryFunctions.lean	R03	codex-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.HighamChapter2FmaDiscriminant	NumStability/Analysis/HighamChapter2FmaDiscriminant.lean	R03	codex-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.HighamChapter2Lindemann	NumStability/Analysis/HighamChapter2Lindemann.lean	R03	codex-lane	immutable-C0008-inventory	source	NumStability.Source.Higham.Chapter02	frozen_proposal_requires_refresh
NumStability.Analysis.InverseOpNorm2	NumStability/Analysis/InverseOpNorm2.lean	R06	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.JordanNormalForm	NumStability/Analysis/JordanNormalForm.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.LiebTrace	NumStability/Analysis/LiebTrace.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersBaiDemmelGu	NumStability/Analysis/MatrixPowersBaiDemmelGu.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersBaiDemmelGuDistance	NumStability/Analysis/MatrixPowersBaiDemmelGuDistance.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersBinomialBound	NumStability/Analysis/MatrixPowersBinomialBound.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersGautschi	NumStability/Analysis/MatrixPowersGautschi.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersHenrici	NumStability/Analysis/MatrixPowersHenrici.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersHenriciNormal	NumStability/Analysis/MatrixPowersHenriciNormal.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersKreiss	NumStability/Analysis/MatrixPowersKreiss.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersKreissSpijker	NumStability/Analysis/MatrixPowersKreissSpijker.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
NumStability.Analysis.MatrixPowersLaszlo	NumStability/Analysis/MatrixPowersLaszlo.lean	R07	codex-lane	immutable-C0008-inventory	unreviewed	preserved-ch18	family_migration_required
