declaration	kind	visibility	historical_owner	destination_module	tier	disposition	command_root	start_line
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredMulOne	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredMulOne	22139
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredMulOne_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredMulOne_abs_error	22208
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredMulOne_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredMulOne_entry_error_bound	22219
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredMulOne_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredMulOne_matrix	22199
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredSubZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredSubZeroRight	22241
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredSubZeroRight_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredSubZeroRight_abs_error	22310
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredSubZeroRight_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredSubZeroRight_entry_error_bound	22321
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredSubZeroRight_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleModifiedStoredSubZeroRight_matrix	22301
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredAddZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredAddZeroRight	21733
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredAddZeroRight_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredAddZeroRight_abs_error	21802
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredAddZeroRight_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredAddZeroRight_entry_error_bound	21813
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredAddZeroRight_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredAddZeroRight_matrix	21793
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredMulOne	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredMulOne	21835
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredMulOne_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredMulOne_abs_error	21903
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredMulOne_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredMulOne_entry_error_bound	21914
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredMulOne_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredMulOne_matrix	21894
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredSubZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredSubZeroRight	21936
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredSubZeroRight_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredSubZeroRight_abs_error	22004
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredSubZeroRight_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredSubZeroRight_entry_error_bound	22015
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredSubZeroRight_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtScheduleStoredSubZeroRight_matrix	21995
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtSchedule_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtSchedule_abs_error	21705
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtSchedule_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtSchedule_entry_error_bound	21715
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtSchedule_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterFhtSchedule_matrix	21698
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPattern	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPattern	21589
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSign	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSign	22343
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignAddZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignAddZeroRight	22401
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignAddZeroRight_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignAddZeroRight_abs_error	22427
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignAddZeroRight_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignAddZeroRight_entry_error_bound	22438
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignAddZeroRight_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignAddZeroRight_matrix	22416
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignSubZeroRight	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignSubZeroRight	22459
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignSubZeroRight_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignSubZeroRight_abs_error	22485
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignSubZeroRight_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignSubZeroRight_entry_error_bound	22496
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignSubZeroRight_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSignSubZeroRight_matrix	22474
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSign_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSign_abs_error	22369
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSign_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSign_entry_error_bound	22380
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSign_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPatternStoredSign_matrix	22358
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPattern_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPattern_abs_error	21615
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPattern_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPattern_entry_error_bound	21623
NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPattern_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamardSylvesterPattern_matrix	21607
NumStability.ComputedPreconditioner.flSignedHadamard_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamard_abs_error	21314
NumStability.ComputedPreconditioner.flSignedHadamard_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedHadamard_matrix	21307
NumStability.ComputedPreconditioner.flSignedMixing	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedMixing	21230
NumStability.ComputedPreconditioner.flSignedMixingExactFactors	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedMixingExactFactors	21257
NumStability.ComputedPreconditioner.flSignedMixingExactFactors_entry_error_bound	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.flSignedMixingExactFactors_entry_error_bound	21268
NumStability.ComputedPreconditioner.matrix	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner	69
NumStability.ComputedPreconditioner.mk	constructor	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner	69
NumStability.ComputedPreconditioner.mk.inj	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner	69
NumStability.ComputedPreconditioner.mk.injEq	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner	69
NumStability.ComputedPreconditioner.mk.noConfusion	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner	69
NumStability.ComputedPreconditioner.mk.sizeOf_spec	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner	69
NumStability.ComputedPreconditioner.noConfusion	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner	69
NumStability.ComputedPreconditioner.noConfusionType	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner	69
NumStability.ComputedPreconditioner.ofComputedMatrix	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.ofComputedMatrix	8565
NumStability.ComputedPreconditioner.ofComputedMatrix_abs_error	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.ofComputedMatrix_abs_error	8580
NumStability.ComputedPreconditioner.ofComputedMatrix_matrix	theorem	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner.ofComputedMatrix_matrix	8575
NumStability.ComputedPreconditioner.rec	recursor	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner	69
NumStability.ComputedPreconditioner.recOn	definition	public	NumStability.Algorithms.RandNLA.Preconditioning	NumStability.Algorithms.RandomizedLinearAlgebra.Preconditioning.ExactTransforms.Core	reusable	relocated	NumStability.ComputedPreconditioner	69
NumStability.ComputedRowScaleDen	inductive	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.abs_sqrt_one_add_sub_one_le_abs	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen.abs_sqrt_one_add_sub_one_le_abs	195
NumStability.ComputedRowScaleDen.casesOn	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.ctorIdx	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.den	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.den_abs_error	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.den_abs_error_bound	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.den_abs_error_nonneg	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.den_ne_zero	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen.den_ne_zero	190
NumStability.ComputedRowScaleDen.den_ne_zero_of_pos	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.entry_abs_error_bound	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen.entry_abs_error_bound	185
NumStability.ComputedRowScaleDen.exact	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen.exact	223
NumStability.ComputedRowScaleDen.exact_den	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen.exact_den	237
NumStability.ComputedRowScaleDen.exact_den_abs_error	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen.exact_den_abs_error	241
NumStability.ComputedRowScaleDen.flMulThenSqrt	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen.flMulThenSqrt	245
NumStability.ComputedRowScaleDen.flMulThenSqrt_den	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen.flMulThenSqrt_den	363
NumStability.ComputedRowScaleDen.flMulThenSqrt_den_abs_error	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen.flMulThenSqrt_den_abs_error	369
NumStability.ComputedRowScaleDen.mk	constructor	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.mk.inj	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.mk.injEq	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.mk.noConfusion	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.mk.sizeOf_spec	theorem	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.noConfusion	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.noConfusionType	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.rec	recursor	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedRowScaleDen.recOn	definition	public	NumStability.Algorithms.RandNLA.RowSampling	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.RowNorm.Core	reusable	relocated	NumStability.ComputedRowScaleDen	166
NumStability.ComputedUniformRowScaleDen	inductive	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.abs_error_bound	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.abs_error_bound	66
NumStability.ComputedUniformRowScaleDen.abs_sqrt_one_add_sub_one_le_abs	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen.abs_sqrt_one_add_sub_one_le_abs	70
NumStability.ComputedUniformRowScaleDen.casesOn	definition	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.ctorIdx	definition	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.den	definition	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.den_abs_error	definition	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.den_abs_error_bound	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
NumStability.ComputedUniformRowScaleDen.den_abs_error_nonneg	theorem	public	NumStability.Algorithms.RandNLA.UniformRowSamplingFP	NumStability.Algorithms.RandomizedLinearAlgebra.Sampling.UniformRows.FloatingPoint	reusable	relocated	NumStability.ComputedUniformRowScaleDen	52
