module	path	base_blob_oid	current_tier	debt_flags	phase_scope	lane_id	wave_id	planned_actions	rationale
NumStability.Algorithms.NormEstimation.PNorm.Boyd	NumStability/Algorithms/NormEstimation/PNorm/Boyd.lean	e6bab03ff7f3db9b72b8d938dc6b5c4f2c710591	aggregate	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydInterface	NumStability/Algorithms/NormEstimation/PNorm/Boyd/Carrier/BoydInterface.lean	96dedcf52be1bc52b66855370f88f4ca364d5f93	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.Carrier.BoydLocal	NumStability/Algorithms/NormEstimation/PNorm/Boyd/Carrier/BoydLocal.lean	fdf85dd1b8c5df458f1aca2c7a5644bbe6afacec	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydDomain	NumStability/Algorithms/NormEstimation/PNorm/Boyd/Differentiation/BoydDomain.lean	0a70dfde3138c95b60e8caf888fb44f7e91e0642	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydInterface	NumStability/Algorithms/NormEstimation/PNorm/Boyd/Differentiation/BoydInterface.lean	065730018b5bcafe946ee40feee55e30e5000980	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.BoydLocal	NumStability/Algorithms/NormEstimation/PNorm/Boyd/Differentiation/BoydLocal.lean	07c4aa33104da5affa5cdd7a2ae0fc0c3d89bc13	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.Differentiation.PNormGeneral	NumStability/Algorithms/NormEstimation/PNorm/Boyd/Differentiation/PNormGeneral.lean	91a7a8b979dabe1eb82edc6923b7f7e110c91239	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.FixedPoints.BoydConcrete	NumStability/Algorithms/NormEstimation/PNorm/Boyd/FixedPoints/BoydConcrete.lean	676750c1fa1989e1bd59b58ac43a31ab5b04f0b3	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.FixedPoints.BoydInterface	NumStability/Algorithms/NormEstimation/PNorm/Boyd/FixedPoints/BoydInterface.lean	7e3aa3c427c893b8dca41d202204397362b04f27	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.FixedPoints.BoydLocal	NumStability/Algorithms/NormEstimation/PNorm/Boyd/FixedPoints/BoydLocal.lean	846d4e2e4586a06e8b2672aa2efe24003fde93bc	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydConcrete	NumStability/Algorithms/NormEstimation/PNorm/Boyd/LocalStability/BoydConcrete.lean	f6f80b4750feebc152ee63e0892d22f5176499d1	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydInterface	NumStability/Algorithms/NormEstimation/PNorm/Boyd/LocalStability/BoydInterface.lean	827e0d94ca1461fe902abd8edad3e2d8c8420b45	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydLocal	NumStability/Algorithms/NormEstimation/PNorm/Boyd/LocalStability/BoydLocal.lean	c151f1abc9ddaef9ba8ddc2a4d9bcbcdd065ddc0	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.LocalStability.BoydLocalStability	NumStability/Algorithms/NormEstimation/PNorm/Boyd/LocalStability/BoydLocalStability.lean	8a9c7e9f9d3b7204029c29a76aba4235257aab61	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.RowwiseDomain.Basic	NumStability/Algorithms/NormEstimation/PNorm/Boyd/RowwiseDomain/Basic.lean	4a88bda23a53098eba97df8c9eab41e73d287fc6	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydDomain	NumStability/Algorithms/NormEstimation/PNorm/Boyd/Scalar/BoydDomain.lean	3c094ebcca58fc40e22039ec28de169bbe8f8e6d	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydLocal	NumStability/Algorithms/NormEstimation/PNorm/Boyd/Scalar/BoydLocal.lean	0c1304438c58dbacec8858cd53e5c17da21526cb	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.Scalar.BoydRowwise	NumStability/Algorithms/NormEstimation/PNorm/Boyd/Scalar/BoydRowwise.lean	7d7d84c1e74373faf47107d7f7f4f291a401fce7	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.SecondVariation.BoydConcrete	NumStability/Algorithms/NormEstimation/PNorm/Boyd/SecondVariation/BoydConcrete.lean	0766fa1da9b939f1fe43cdfa50b037703d507466	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.SecondVariation.BoydLocal	NumStability/Algorithms/NormEstimation/PNorm/Boyd/SecondVariation/BoydLocal.lean	39a0e0fad5b86afce9773f5e00088a027ca9efab	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Boyd.Uniqueness.Basic	NumStability/Algorithms/NormEstimation/PNorm/Boyd/Uniqueness/Basic.lean	c5af6271e482bdab097d87bde4955c31f4997d69	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Convergence.BoydConcrete	NumStability/Algorithms/NormEstimation/PNorm/Convergence/BoydConcrete.lean	6ebb46fb050aa92f3b1379c83ce6d9f434f40cd9	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Convergence.BoydInterface	NumStability/Algorithms/NormEstimation/PNorm/Convergence/BoydInterface.lean	269c0b5b885067f0f98957967b80e436a3c2cf1a	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Convergence.ConvergenceStatements	NumStability/Algorithms/NormEstimation/PNorm/Convergence/ConvergenceStatements.lean	63f8c3f49d43285b54c523ca18715c6b3f637e55	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Duality.BoydInterface	NumStability/Algorithms/NormEstimation/PNorm/Duality/BoydInterface.lean	b2c8e24c9611e8e455c36bbae85104f8e2731961	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Duality.BoydUniqueness	NumStability/Algorithms/NormEstimation/PNorm/Duality/BoydUniqueness.lean	326adb0a0683fb366251d696acf4a43b15886888	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Duality.ConvergenceStatements	NumStability/Algorithms/NormEstimation/PNorm/Duality/ConvergenceStatements.lean	0636be6d3121b924499281347fb39fbc8d57df32	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Duality.PNormGeneral	NumStability/Algorithms/NormEstimation/PNorm/Duality/PNormGeneral.lean	ce83fbaf255385e9dacb99cf913c54fa47062cdd	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Duality.PNormPowerMethod	NumStability/Algorithms/NormEstimation/PNorm/Duality/PNormPowerMethod.lean	1974ff9294766876c84067f0149285a7a9c34ae6	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.ConvergenceStatements	NumStability/Algorithms/NormEstimation/PNorm/Endpoints/ConvergenceStatements.lean	41f600e23674766e4b061b02af4534d8b41e4f37	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M02/R02 immutable delivery and reviewed integration.
NumStability.Algorithms.NormEstimation.PNorm.Endpoints.PNormRectangular	NumStability/Algorithms/NormEstimation/PNorm/Endpoints/PNormRectangular.lean	1e00d7c733a0419aa61d613bef04581838359d32	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M02/R02 immutable delivery and reviewed integration.
NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Rectangular	NumStability/Algorithms/NormEstimation/PNorm/OneAndInfinityNorms/Rectangular.lean	c97e5fbadf2b38c4ad4d76b02d87bfb6700eb5c8	reusable	-	already_complete	-	-	-	Added and accepted at C0001 through M02/R02 immutable delivery and reviewed integration.
NumStability.Algorithms.NormEstimation.PNorm.OneAndInfinityNorms.Square	NumStability/Algorithms/NormEstimation/PNorm/OneAndInfinityNorms/Square.lean	aba4bc36da4fbcd817bb475a3a1734220a2d82c6	reusable	-	already_complete	-	-	-	Added and accepted at C0001 through M02/R02 immutable delivery and reviewed integration.
NumStability.Algorithms.NormEstimation.PNorm.PowerMethod.BoydConcrete	NumStability/Algorithms/NormEstimation/PNorm/PowerMethod/BoydConcrete.lean	094636c796b9a5e81c7a994267551081a44a5efa	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.PowerMethod.BoydInterface	NumStability/Algorithms/NormEstimation/PNorm/PowerMethod/BoydInterface.lean	204c25c86c69efe6a7348f825ff8804fdba78589	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.PowerMethod.PNormGeneral	NumStability/Algorithms/NormEstimation/PNorm/PowerMethod/PNormGeneral.lean	9b1f5d89bf6628064bff0e76e9edda3fa90be8dd	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.PowerMethod.PNormPowerMethod	NumStability/Algorithms/NormEstimation/PNorm/PowerMethod/PNormPowerMethod.lean	8eba04f752f1607ce80b95b09c87e4180825a95f	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Rectangular.BoydInterface	NumStability/Algorithms/NormEstimation/PNorm/Rectangular/BoydInterface.lean	da9b3f2998964c630172350a39094ecc84d681de	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormGeneral	NumStability/Algorithms/NormEstimation/PNorm/Rectangular/PNormGeneral.lean	29eac94385ca95488feafa115c0dd4459fef5614	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Rectangular.PNormRectangular	NumStability/Algorithms/NormEstimation/PNorm/Rectangular/PNormRectangular.lean	0ce2ea5688a13cad613c0bd55bb4f436826013fd	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.PNorm.Rectangular.RectangularTermination	NumStability/Algorithms/NormEstimation/PNorm/Rectangular/RectangularTermination.lean	aa5a5961c0e6e39bb6b351da62f74af43e8767b2	reusable	-	in_scope	integration-lane	I01	compatibility_cleanup;entrypoint_cleanup	Clean C0000 consumer reserved for hash-pinned integrator import cutover and reviewed postimage union.
NumStability.Algorithms.NormEstimation.TwoNorm	NumStability/Algorithms/NormEstimation/TwoNorm.lean	3ecbe300b831550ce23207c7c3c8dd58ec1e2f6b	aggregate	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.TwoNorm.All	NumStability/Algorithms/NormEstimation/TwoNorm/All.lean	61d4a5841b3b4ce9e380cecb71f9795dd821b775	aggregate	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.TwoNorm.Dixon	NumStability/Algorithms/NormEstimation/TwoNorm/Dixon.lean	3d24cc45b9e9a5d5368ee37d2cb0ceea9b31502c	aggregate	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.TwoNorm.Dixon.Algebra.CondEstimators	NumStability/Algorithms/NormEstimation/TwoNorm/Dixon/Algebra/CondEstimators.lean	049d74e3d84ee119a19e35435e48100eec210f9a	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.TwoNorm.Dixon.Algebra.DixonCompletion	NumStability/Algorithms/NormEstimation/TwoNorm/Dixon/Algebra/DixonCompletion.lean	b135f0c623ab2b768c9aec45ea3775ea2afcc976	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.TwoNorm.Dixon.PowerBounds.CondEstimators	NumStability/Algorithms/NormEstimation/TwoNorm/Dixon/PowerBounds/CondEstimators.lean	b356428f5bd4623564ecca80e2886a8ca2a7f39d	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.TwoNorm.Dixon.PowerBounds.DixonCompletion	NumStability/Algorithms/NormEstimation/TwoNorm/Dixon/PowerBounds/DixonCompletion.lean	149be48000148ef0f7a165fd43067dafad9f59cc	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.TwoNorm.Dixon.Probability.DixonCompletion	NumStability/Algorithms/NormEstimation/TwoNorm/Dixon/Probability/DixonCompletion.lean	8ab409e6c2f937d2672a03ad746bea2d0ce4f158	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.NormEstimation.TwoNorm.Dixon.Probability.DixonProbability	NumStability/Algorithms/NormEstimation/TwoNorm/Dixon/Probability/DixonProbability.lean	89c9b641e8c15cce31221dc77c2cabc70df80124	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.OrderingExamples	NumStability/Algorithms/OrderingExamples.lean	1c9e833a8125afa56aa654a237aaece0b4f69c74	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.OuterProduct	NumStability/Algorithms/OuterProduct.lean	374ac93bb82a0e86812e92e036c7e6f35b496663	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.PNormPowerMethod	NumStability/Algorithms/PNormPowerMethod.lean	72bd09a0b8495f7fdb8c7125d462317ca4341a88	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M02/R02 immutable delivery and reviewed integration.
NumStability.Algorithms.PNormPowerMethodGeneralP	NumStability/Algorithms/PNormPowerMethodGeneralP.lean	55b53e725f3fbcded15ac748d6407d700d42c1fb	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M02/R02 immutable delivery and reviewed integration.
NumStability.Algorithms.PNormPowerMethodRect	NumStability/Algorithms/PNormPowerMethodRect.lean	7c4337d03d96682d27aa337f73dd998221bf394d	compatibility	-	already_complete	-	-	-	Accepted at C0001 through M02/R02 immutable delivery and reviewed integration.
NumStability.Algorithms.PairwiseSum	NumStability/Algorithms/PairwiseSum.lean	65499c0556a7198d540e01d05843e4e840894ef3	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.PlusMinusSum	NumStability/Algorithms/PlusMinusSum.lean	df42447babaade0c51989443f5bc9f28dcdb4e4d	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.PolynomialEvaluation.DerivativeEvaluation.ErrorBounds	NumStability/Algorithms/PolynomialEvaluation/DerivativeEvaluation/ErrorBounds.lean	c98f411e788047f67aef98b65d8eafaf9d9b5af0	source	-	already_complete	-	-	-	-
NumStability.Algorithms.PolynomialEvaluation.ElementaryErrorBounds	NumStability/Algorithms/PolynomialEvaluation/ElementaryErrorBounds.lean	9663424d9358182279890a0977dfdc64c81ed136	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.PolynomialEvaluation.MatrixNorms	NumStability/Algorithms/PolynomialEvaluation/MatrixNorms.lean	e85aa08f6adcf7f29e296f66144586754c168b0d	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.PolynomialEvaluation.RootProduct	NumStability/Algorithms/PolynomialEvaluation/RootProduct.lean	178ab3ea7d9f8090fc3f3b9e2f7a8a81211113e8	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.PriestAccuracy	NumStability/Algorithms/PriestAccuracy.lean	37a29bf83c10892d06533deffdcf2c26bbb8ce8a	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.PriestDefectBounded	NumStability/Algorithms/PriestDefectBounded.lean	f64f3ff13c3f8991ec7688a6cbe8f82a18477fc2	reusable	-	already_complete	-	-	-	-
NumStability.Algorithms.PriestFiniteFormat	NumStability/Algorithms/PriestFiniteFormat.lean	c1c49568106399f4c0d7bf37c89ea854a5ba34c9	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.Problem44SixTerm	NumStability/Algorithms/Problem44SixTerm.lean	800327d6e2b3a577ac8226adb6b9012ffa58af66	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.GivensMatrixStep	NumStability/Algorithms/QR/GivensMatrixStep.lean	3d45150ae356e3deb774a9a83676ec00e2175701	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.GivensQR	NumStability/Algorithms/QR/GivensQR.lean	5b9f1f04697564a700807a459f6ee21aead3aa43	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.GivensSpec	NumStability/Algorithms/QR/GivensSpec.lean	a3d14c2af7789655366ec100c60e5a9fd94bbe72	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.GramSchmidt	NumStability/Algorithms/QR/GramSchmidt.lean	6055a5639c30f716ffd0e6c4361965da2cf19c64	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.GramSchmidtPolar	NumStability/Algorithms/QR/GramSchmidtPolar.lean	c1d15192725dfbc797f05bfa3d342e791304e31f	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19	NumStability/Algorithms/QR/Higham19.lean	3758578224a43e2593440643fa402ac7c3ed3802	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Alg11CGSRounded	NumStability/Algorithms/QR/Higham19Alg11CGSRounded.lean	75265ff158d846810961b4b938244c1140a687e2	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Alg12MGSClosure	NumStability/Algorithms/QR/Higham19Alg12MGSClosure.lean	fd531820751296bc2a83acdb26ba2e3549f908e6	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Alg12MGSNonbreakdown	NumStability/Algorithms/QR/Higham19Alg12MGSNonbreakdown.lean	26705331297764cae758cdbedb4ad7e08ab197ac	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Alg12MGSPaddedClosure	NumStability/Algorithms/QR/Higham19Alg12MGSPaddedClosure.lean	b21632cea05d1713f72adbef91c909354f404f82	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Alg12MGSRepair	NumStability/Algorithms/QR/Higham19Alg12MGSRepair.lean	bd5c484e86070465c2bd639ef0fbf1e449e21e48	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Alg12MGSRounded	NumStability/Algorithms/QR/Higham19Alg12MGSRounded.lean	0ed68d5d0c3aa9c0cb2d51ecd57db542b17b35e8	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Alg12MGSSourceRate	NumStability/Algorithms/QR/Higham19Alg12MGSSourceRate.lean	6e1170d3bce94c7547daa0133a1286e9e2d143f8	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19FormedQ	NumStability/Algorithms/QR/Higham19FormedQ.lean	385bfa906606bc4acead0f3518095785b490b4e9	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Labels	NumStability/Algorithms/QR/Higham19Labels.lean	546115b64b13d6b37e7630863ad8685c32f1f3fe	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Lemma3ActualSequence	NumStability/Algorithms/QR/Higham19Lemma3ActualSequence.lean	a3f9625d0791475b52182244e7fff1d9dc7a6b9f	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Lemma7Gamma4	NumStability/Algorithms/QR/Higham19Lemma7Gamma4.lean	c60bf21bdcceaa256fde4546a1cb653e0746734b	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Lemma9DisjointSweep	NumStability/Algorithms/QR/Higham19Lemma9DisjointSweep.lean	2db7ab2eef3fcdd9c42970ef31c02fd7cff835c5	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19PolarNearest	NumStability/Algorithms/QR/Higham19PolarNearest.lean	00287dc92390bdda86f1734d7049b3097bb84065	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Problem19_10	NumStability/Algorithms/QR/Higham19Problem19_10.lean	c0fa375e0eb70909bbb6b2c46609ba455f227567	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Problem19_9	NumStability/Algorithms/QR/Higham19Problem19_9.lean	11636d9946237165554715234f63e5b46a7003fd	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Problem6ActualStep	NumStability/Algorithms/QR/Higham19Problem6ActualStep.lean	9f8bcfc45f427b39e8d344392b17385231878e63	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Sensitivity	NumStability/Algorithms/QR/Higham19Sensitivity.lean	f6dd49b4dbc01c0a2147631e49b3e7a34ff6481e	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19SensitivityClosure	NumStability/Algorithms/QR/Higham19SensitivityClosure.lean	26a2b93af902242626b36c4900f3f722d22d9a66	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19StoredLoop	NumStability/Algorithms/QR/Higham19StoredLoop.lean	13309e2f6ac664b46efb5c4c99cc8bb097702f1d	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19StoredLoopAllPivots	NumStability/Algorithms/QR/Higham19StoredLoopAllPivots.lean	5bee44c2e8b69fff238cdd06afff33144885633f	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19StoredLoopStrongModel	NumStability/Algorithms/QR/Higham19StoredLoopStrongModel.lean	c494c2ff433e716f5d4dd2fd6a1b4a4355e0913d	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19SunBischof	NumStability/Algorithms/QR/Higham19SunBischof.lean	61149f954883be4fd69e7cbe05ba5c54beab1126	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Theorem10ActualMatrix	NumStability/Algorithms/QR/Higham19Theorem10ActualMatrix.lean	92edadcb2e33e379e2ffef077c58697cc9c5f9ef	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Theorem5Nonbreakdown	NumStability/Algorithms/QR/Higham19Theorem5Nonbreakdown.lean	251314fd0708eddc1d92636d8256172d640508d1	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Theorem5SourceClosure	NumStability/Algorithms/QR/Higham19Theorem5SourceClosure.lean	ea25ce0eef1e340d6544fce9e821d204729553c9	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Theorem6ActualSource	NumStability/Algorithms/QR/Higham19Theorem6ActualSource.lean	81d3548e7e2caa96eb929fb9ce6cf4d8988f4bee	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Thm6ColPivot	NumStability/Algorithms/QR/Higham19Thm6ColPivot.lean	c37e861ff218a1b765876d59cc0152b4ba32223c	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Thm6ColPivotFull	NumStability/Algorithms/QR/Higham19Thm6ColPivotFull.lean	4514fa73352ffe516bcd38a2eaecb6225f666eb4	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Thm6CoxHigham	NumStability/Algorithms/QR/Higham19Thm6CoxHigham.lean	16a75b8a86705a3d0724e7ddd25cf6b209a5d2d2	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Thm6CoxHighamAssembly	NumStability/Algorithms/QR/Higham19Thm6CoxHighamAssembly.lean	0a7605f8422fc415b8a6cff32ce9f7d5f62133aa	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Thm6CoxHighamConcrete	NumStability/Algorithms/QR/Higham19Thm6CoxHighamConcrete.lean	749a5305ac530c9f6ef2e925b193919e12488b2c	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Thm6CoxHighamFull	NumStability/Algorithms/QR/Higham19Thm6CoxHighamFull.lean	b631c2fc41aded5c19997e9ae48e0b316bc69dbb	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Thm6Elementwise	NumStability/Algorithms/QR/Higham19Thm6Elementwise.lean	530c94e34a7ef6532a9a3dc98788a7dbd34af793	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Thm6ElementwiseEntry	NumStability/Algorithms/QR/Higham19Thm6ElementwiseEntry.lean	93b3f4f2e02638017682b9169a8bb6e09b347ede	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Thm6ElementwisePackaged	NumStability/Algorithms/QR/Higham19Thm6ElementwisePackaged.lean	d5c7a9001fd87e1a65691d2b17f71d494a74e09c	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Thm6Final	NumStability/Algorithms/QR/Higham19Thm6Final.lean	acfa33b02aa1212e0f6ae97c606cba35780559f3	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Thm6Pivoted	NumStability/Algorithms/QR/Higham19Thm6Pivoted.lean	027769d4aa32659def34195d542557310e828bd2	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Thm6RowSpecific	NumStability/Algorithms/QR/Higham19Thm6RowSpecific.lean	42a19f0c7d72fe17e332abe901d14b9c35f45d47	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19Thm6StrongModel	NumStability/Algorithms/QR/Higham19Thm6StrongModel.lean	9e4c46b43bbcbfaf58b1c2e76dc97e2e8ba465cb	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19TurnbullAitken	NumStability/Algorithms/QR/Higham19TurnbullAitken.lean	1b91d3bfb0c4c366a98ce9c8f6aca8c50abfe86f	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.Higham19WYApplicationClosure	NumStability/Algorithms/QR/Higham19WYApplicationClosure.lean	4712afa6d9cef160de6f786a186261986969dc92	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.HouseholderApply	NumStability/Algorithms/QR/HouseholderApply.lean	561bf55ff12ad2fb4992f5f3294d7f5bdae9f126	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.HouseholderApplySupport	NumStability/Algorithms/QR/HouseholderApplySupport.lean	2887d7a5500336efa71c9639dd3c1ff91330e6e5	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.HouseholderConstruction2	NumStability/Algorithms/QR/HouseholderConstruction2.lean	3c39ae2ee5aa3d87c6123b62a0560de8a3e76582	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.HouseholderMatrixStep	NumStability/Algorithms/QR/HouseholderMatrixStep.lean	14cdb3b62322718cc42e141f7f425f4f67bd1ee5	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.HouseholderOneStep	NumStability/Algorithms/QR/HouseholderOneStep.lean	ce2175e3669a28ff3a2bb61e28e62d97e9a59e13	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.HouseholderQApply	NumStability/Algorithms/QR/HouseholderQApply.lean	2d2a319fd63aed4b594f6b9ced6f72ddb8c80c94	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.HouseholderQR	NumStability/Algorithms/QR/HouseholderQR.lean	83f36ed1308b8f8eddff1110384d159dda647116	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.HouseholderQRSupport	NumStability/Algorithms/QR/HouseholderQRSupport.lean	ee03e24997ac89d71b94078e8f0e7183ab45d599	compatibility	-	already_complete	-	-	-	-
NumStability.Algorithms.QR.HouseholderReflector	NumStability/Algorithms/QR/HouseholderReflector.lean	5c6bd984226f0c6e56c5734f6fc416058a6ab110	compatibility	-	already_complete	-	-	-	-
