baseline_owner_module	baseline_declaration_name	visibility	kind	destination_module	expected_candidate_name	retention_action	expected_status
NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.topProjector_idempotent	public	theorem	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Semiconvergence.BlockForm.ProjectorLimit	NumStability.topProjector_idempotent	public_name_preserved	present_exactly_once
NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability.topProjector_mul_J	public	theorem	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Semiconvergence.BlockForm.ProjectorLimit	NumStability.topProjector_mul_J	public_name_preserved	present_exactly_once
NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability.X_inv_G_X_eq_blockJ	public	theorem	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Semiconvergence.BlockForm.Existence	NumStability.X_inv_G_X_eq_blockJ	public_name_preserved	present_exactly_once
NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability.blockJ	public	definition	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Semiconvergence.BlockForm.Existence	NumStability.blockJ	public_name_preserved	present_exactly_once
NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability.blockJ_bottom	public	theorem	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Semiconvergence.BlockForm.Existence	NumStability.blockJ_bottom	public_name_preserved	present_exactly_once
NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability.blockJ_bottom_row_sum_le	public	theorem	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Semiconvergence.BlockForm.Existence	NumStability.blockJ_bottom_row_sum_le	public_name_preserved	present_exactly_once
NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability.blockJ_cross	public	theorem	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Semiconvergence.BlockForm.Existence	NumStability.blockJ_cross	public_name_preserved	present_exactly_once
NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability.blockJ_top	public	theorem	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Semiconvergence.BlockForm.Existence	NumStability.blockJ_top	public_name_preserved	present_exactly_once
NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability.matMul_G_X_eq_X_blockJ	public	theorem	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Semiconvergence.BlockForm.Existence	NumStability.matMul_G_X_eq_X_blockJ	public_name_preserved	present_exactly_once
NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability.matPow_G_tendsto_oneEigenProjector_of_block_data	public	theorem	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Semiconvergence.BlockForm.Existence	NumStability.matPow_G_tendsto_oneEigenProjector_of_block_data	public_name_preserved	present_exactly_once
NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability.semiconvergent_block_form_exists	public	theorem	NumStability.Algorithms.LinearSystems.Iterative.Stationary.Semiconvergence.BlockForm.Existence	NumStability.semiconvergent_block_form_exists	public_name_preserved	present_exactly_once
NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability.singular_error_split_semiconvergent_of_block_data	public	theorem	NumStability.Source.Higham.Chapter17.Results.Equation27.SingularErrorSplit	NumStability.singular_error_split_semiconvergent_of_block_data	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.Xscaled_entry	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.Xscaled_entry	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.abs_lt_one_of_pow_tendsto_of_ne_one	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.abs_lt_one_of_pow_tendsto_of_ne_one	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.compBlock	public	definition	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.compBlock	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.compBlock_diag_le	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.compBlock_diag_le	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.compBlock_eq	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.compBlock_eq	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.compBlock_upperTriangular	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.compBlock_upperTriangular	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.conjGamma	public	definition	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.conjGamma	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.conjGamma_entry	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.conjGamma_entry	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.conjGamma_row_sum_le_infNorm	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.conjGamma_row_sum_le_infNorm	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.eigenvector_one_of_maxGen_of_orbit_tendsto	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.eigenvector_one_of_maxGen_of_orbit_tendsto	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.isRightInverse_scaled	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.isRightInverse_scaled	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.matMul_G_Xscaled_col	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.matMul_G_Xscaled_col	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.matPow_G_tendsto_oneEigenProjector_of_triangular_complement	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.matPow_G_tendsto_oneEigenProjector_of_triangular_complement	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.matPow_G_tendsto_oneEigenProjector_of_triangular_complement_diag_conv	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.matPow_G_tendsto_oneEigenProjector_of_triangular_complement_diag_conv	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.maxGenEigenspace_one_eq_eigenspace_of_forall_orbit_tendsto	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.maxGenEigenspace_one_eq_eigenspace_of_forall_orbit_tendsto	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.scaleVec	public	definition	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.scaleVec	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.scaleVec_bot	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.scaleVec_bot	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.scaleVec_inv	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.scaleVec_inv	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.scaleVec_pos	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.scaleVec_pos	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.scaleVec_top	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.scaleVec_top	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.scaled_colBot	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.scaled_colBot	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.scaled_colTop	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.scaled_colTop	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.semiconvergent_block_form_exists_of_triangular_complement	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.semiconvergent_block_form_exists_of_triangular_complement	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.semiconvergent_block_form_exists_of_triangular_complement_diag_conv	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.semiconvergent_block_form_exists_of_triangular_complement_diag_conv	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	NumStability.uniform_modulus_bound_lt_one	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	NumStability.uniform_modulus_bound_lt_one	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	_private.NumStability.Analysis.SemiconvergentBlockFormExists.0.NumStability.commute_self_sub_one	private	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	_private.NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm.0.NumStability.commute_self_sub_one	approved_private_normalization	present_exactly_once
NumStability.Analysis.SemiconvergentBlockFormExists	_private.NumStability.Analysis.SemiconvergentBlockFormExists.0.NumStability.pow_apply_sub_one_pow	private	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm	_private.NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.TriangularBlockForm.0.NumStability.pow_apply_sub_one_pow	approved_private_normalization	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.adaptEquiv	public	definition	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.adaptEquiv	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.adaptEquiv_inl_val	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.adaptEquiv_inl_val	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.adaptEquiv_inr_val	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.adaptEquiv_inr_val	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.adaptedBasis	public	definition	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.adaptedBasis	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.adaptedBasis_hEig	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.adaptedBasis_hEig	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.adaptedBasis_hInv	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.adaptedBasis_hInv	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.adaptedBasis_mem_E₁	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.adaptedBasis_mem_E₁	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.adaptedBasis_mem_F	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.adaptedBasis_mem_F	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.adaptedBasis_repr_lt_r_of_mem_F	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.adaptedBasis_repr_lt_r_of_mem_F	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.adaptedSumBasis	public	definition	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.adaptedSumBasis	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.adaptedSumBasis_inl	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.adaptedSumBasis_inl	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.adaptedSumBasis_inr	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.adaptedSumBasis_inr	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.adaptedSumBasis_repr_inl_of_mem_F	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.adaptedSumBasis_repr_inl_of_mem_F	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.basisActionMatrix	public	definition	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.basisActionMatrix	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.basisColMatrix	public	definition	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.basisColMatrix	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.basisColMatrix_colBot	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.basisColMatrix_colBot	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.basisColMatrix_colTop	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.basisColMatrix_colTop	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.basisColMatrix_isRightInverse	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.basisColMatrix_isRightInverse	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.basisRowMatrix	public	definition	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.basisRowMatrix	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.basisRowMatrix_isRightInverse	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.basisRowMatrix_isRightInverse	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.basis_coord_expansion	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.basis_coord_expansion	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.exists_real_primary_splitting_of_forall_orbit_tendsto	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.exists_real_primary_splitting_of_forall_orbit_tendsto	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.matMul_basisColMatrix_eq_mulVec	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.matMul_basisColMatrix_eq_mulVec	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.matPow_G_tendsto_oneEigenProjector_of_convergence_and_complement_normal_form	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.matPow_G_tendsto_oneEigenProjector_of_convergence_and_complement_normal_form	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.rotationScaling_rowSum_eq	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.rotationScaling_rowSum_eq	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.semiconvergent_block_form_exists_of_adapted_basis	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.semiconvergent_block_form_exists_of_adapted_basis	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.semiconvergent_block_form_exists_of_convergence_and_complement_normal_form	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.semiconvergent_block_form_exists_of_convergence_and_complement_normal_form	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.twoByTwo_infNorm_reducible_iff	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.twoByTwo_infNorm_reducible_iff	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceComplete	NumStability.twoByTwo_max_rowSum_ge_of_trace_det	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.PrimarySplitting	NumStability.twoByTwo_max_rowSum_ge_of_trace_det	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceFull	NumStability.compBlock_blockContractive	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.QuasiTriangularBlockForm	NumStability.compBlock_blockContractive	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceFull	NumStability.compBlock_quasiLower	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.QuasiTriangularBlockForm	NumStability.compBlock_quasiLower	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceFull	NumStability.exists_diag_infNorm_conj_lt_one_of_quasiUpperTriangular	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.QuasiTriangularBlockForm	NumStability.exists_diag_infNorm_conj_lt_one_of_quasiUpperTriangular	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceFull	NumStability.matPow_G_tendsto_oneEigenProjector_of_quasiTriangular_complement	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.QuasiTriangularBlockForm	NumStability.matPow_G_tendsto_oneEigenProjector_of_quasiTriangular_complement	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentExistenceFull	NumStability.semiconvergent_block_form_exists_of_quasiTriangular_complement	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.QuasiTriangularBlockForm	NumStability.semiconvergent_block_form_exists_of_quasiTriangular_complement	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.G_mulVec_adaptedBasis	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.G_mulVec_adaptedBasis	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.abs_entry_le_infNorm	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.abs_entry_le_infNorm	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.blockJ_eq_topProjector_add_compBlock	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.blockJ_eq_topProjector_add_compBlock	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.compBlock_mul_topProjector	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.compBlock_mul_topProjector	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.compBlock_no_comp_fixed	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.compBlock_no_comp_fixed	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.compBlock_top_zero	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.compBlock_top_zero	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.complexifyMat	public	definition	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.complexifyMat	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.eventually_matPow_infNorm_le_of_spectralRadius_lt	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.eventually_matPow_infNorm_le_of_spectralRadius_lt	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.matMul_conj_entry_converges	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.matMul_conj_entry_converges	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.matPow_G_tendsto_oneEigenProjector_of_convergence	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.matPow_G_tendsto_oneEigenProjector_of_convergence	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.matPow_G_tendsto_oneEigenProjector_of_matPow_J_tendsto	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.matPow_G_tendsto_oneEigenProjector_of_matPow_J_tendsto	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.matPow_G_tendsto_oneEigenProjector_of_spectralRadius	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.matPow_G_tendsto_oneEigenProjector_of_spectralRadius	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.matPow_J_eq_conj	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.matPow_J_eq_conj	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.matPow_blockJ_eq	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.matPow_blockJ_eq	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.matPow_blockJ_tendsto_topProjector_of_convergence	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.matPow_blockJ_tendsto_topProjector_of_convergence	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.matPow_blockJ_tendsto_topProjector_of_spectralRadius	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.matPow_blockJ_tendsto_topProjector_of_spectralRadius	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.matPow_compBlock_top_zero	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.matPow_compBlock_top_zero	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.matPow_entry_converges_of_forall_orbit_tendsto	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.matPow_entry_converges_of_forall_orbit_tendsto	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.matPow_tendsto_zero_of_spectralRadius_lt_one	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.matPow_tendsto_zero_of_spectralRadius_lt_one	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.mulVecLin_pow	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.mulVecLin_pow	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.mulVecLin_pow_single_eq_matPow	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.mulVecLin_pow_single_eq_matPow	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.norm_complexifyMat_pow	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.norm_complexifyMat_pow	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentLimitGeneral	NumStability.topProjector_mul_compBlock	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.General	NumStability.topProjector_mul_compBlock	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentRealSpectrumComplete	NumStability.basisActionMatrix_complement_eq_toMatrix_restrict	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.RealSpectrum	NumStability.basisActionMatrix_complement_eq_toMatrix_restrict	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentRealSpectrumComplete	NumStability.charpoly_restrict_dvd_of_isCompl	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.RealSpectrum	NumStability.charpoly_restrict_dvd_of_isCompl	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentRealSpectrumComplete	NumStability.exists_complIndex_of_not_lt	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.RealSpectrum	NumStability.exists_complIndex_of_not_lt	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentRealSpectrumComplete	NumStability.matPow_G_tendsto_oneEigenProjector_of_convergence_real_spectrum	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.RealSpectrum	NumStability.matPow_G_tendsto_oneEigenProjector_of_convergence_real_spectrum	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentRealSpectrumComplete	NumStability.orthogonalChangeOfBasis	public	definition	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.RealSpectrum	NumStability.orthogonalChangeOfBasis	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentRealSpectrumComplete	NumStability.orthogonalChangeOfBasisEquiv	public	definition	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.RealSpectrum	NumStability.orthogonalChangeOfBasisEquiv	public_name_preserved	present_exactly_once
NumStability.Analysis.SemiconvergentRealSpectrumComplete	NumStability.restrict_upperTri_diag_abs_lt_one	public	theorem	NumStability.Analysis.LinearOperators.MatrixPowers.Semiconvergence.Limits.RealSpectrum	NumStability.restrict_upperTri_diag_abs_lt_one	public_name_preserved	present_exactly_once
